Training Env Iteration,Time,Intersection Delay(s)
2707,1666927715158,301.484302633336
2718,1666927725782,300.366641118588
2729,1666927743321,298.735019173417
2740,1666927764958,297.793592317466
2751,1666927775978,297.061463705709
2762,1666927805392,297.618316446147
2773,1666927813240,297.321360280329
2784,1666927845310,299.76561919751
2795,1666927853052,299.392136871829
2806,1666927882882,297.484542617787
2817,1666927889818,298.961320411049
2828,1666927922542,300.142741481164
2839,1666927930216,296.808750032207
2850,1666927956908,297.520293975816
2861,1666927969562,302.309794810552
2872,1666927985548,301.587022543537
2883,1666928009401,299.095513349921
2894,1666928018053,300.92337511885
2905,1666928049333,296.784556489626
2916,1666928056417,294.780692146486
2927,1666928088360,298.747609027245
2938,1666928093449,302.927379423586
2949,1666928128333,301.312068516028
2960,1666928133759,296.339052730986
2971,1666928161422,297.549283617682
2982,1666928173352,297.101817371884
2993,1666928192814,297.209295766431
3004,1666928213609,296.941712997919
3015,1666928227438,296.527389811939
3026,1666928253371,296.884979951457
3037,1666928259524,296.747189015112
3048,1666928291801,296.221043136655
3059,1666928299444,295.041586335248
3070,1666928332131,297.754146455836
3081,1666928336491,296.833262593745
3092,1666928371007,298.254307803044
3103,1666928376861,294.879060477041
3114,1666928401634,294.080393142013
3125,1666928417123,295.401154571187
3136,1666928433800,297.236487464192
3147,1666928455922,297.162327818523
3158,1666928464185,298.84350379715
3169,1666928495887,295.194924748609
3180,1666928502728,292.396230787532
3191,1666928534810,292.539306757597
3202,1666928541306,294.964240974892
3213,1666928574187,293.847709426859
3224,1666928580004,292.645141058321
3235,1666928606579,294.17520250538
3246,1666928619503,295.828722577067
3257,1666928640315,297.141354976884
3268,1666928659045,295.786787950048
3279,1666928677264,290.807879440445
3290,1666928698588,293.785383008065
3301,1666928705167,291.716711621592
3312,1666928738450,294.028720946709
3323,1666928744517,293.548964390081
3334,1666928777354,292.627818588542
3345,1666928784186,292.639697064989
3356,1666928816118,290.962251733885
3367,1666928821913,292.771397904416
3378,1666928844681,293.21549782703
3389,1666928862094,295.561990579834
3400,1666928881340,297.178719106854
3411,1666928901881,292.529328942742
3422,1666928909272,291.05719873273
3433,1666928941203,292.863205126495
3444,1666928948079,293.499794561604
3455,1666928980726,291.311754029598
3466,1666928987689,292.165269056253
3477,1666929019334,290.987743206456
3488,1666929025059,290.663859991911
3499,1666929049635,289.296117587919
3510,1666929064921,287.951880945196
3521,1666929086745,291.808439495584
3532,1666929104308,291.464869310221
3543,1666929123549,289.655939826473
3554,1666929143151,290.102539179687
3565,1666929150900,290.759153530865
3576,1666929181770,289.85033966172
3587,1666929189862,287.142036041233
3598,1666929220909,289.44592992465
3609,1666929228780,288.236884379961
3620,1666929258552,291.290147922478
3631,1666929266833,291.065392240113
3642,1666929288808,290.40721470085
3653,1666929305819,290.95214168399
3664,1666929327307,290.131187661664
3675,1666929344424,289.027091058261
3686,1666929353101,290.308433338988
3697,1666929383525,294.803574541237
3708,1666929391479,291.540475985228
3719,1666929422337,290.839851249199
3730,1666929429936,289.598087771863
3741,1666929461321,291.828111460418
3752,1666929469932,289.821248465659
3763,1666929490927,290.511030911947
3774,1666929507282,289.561530284635
3785,1666929529183,290.960556708687
3796,1666929546552,290.431162529837
3807,1666929567713,290.678465895455
3818,1666929585820,289.50361857733
3829,1666929594497,290.6976288885
3840,1666929624144,288.885833436584
3851,1666929632742,288.625932494727
3862,1666929662273,287.902765069958
3873,1666929671001,290.220742890482
3884,1666929700638,289.252417479896
3895,1666929710599,291.108487712311
3906,1666929731589,287.835825478383
3917,1666929748526,287.016220193721
3928,1666929768751,287.590150206134
3939,1666929787107,286.410395435988
3950,1666929797137,287.284048756225
3961,1666929825704,284.94029323951
3972,1666929835451,285.866309197787
3983,1666929862830,287.02026771253
3994,1666929873320,288.77616099312
4005,1666929901759,288.158488754931
4016,1666929912096,287.387625203828
4027,1666929936347,286.448935080784
4038,1666929950421,287.801561185319
4049,1666929970242,286.521845667296
4060,1666929988772,287.49832041547
4071,1666930007988,288.322770530026
4082,1666930027493,286.267607110997
4093,1666930036628,289.060484209205
4104,1666930064298,287.72197044689
4115,1666930075870,286.59408083705
4126,1666930102488,287.992345958797
4137,1666930113967,287.097816971361
4148,1666930140761,286.092731382902
4159,1666930152563,288.550760175404
4170,1666930174910,289.00942767597
4181,1666930191142,287.538649017724
4192,1666930209671,287.781809526698
4203,1666930229481,287.398952607002
4214,1666930241720,287.006714501205
4225,1666930267205,287.0207222735
4236,1666930278105,287.964615919568
4247,1666930304186,286.565694210848
4258,1666930316430,285.457690367451
4269,1666930343171,288.369958495143
4280,1666930355178,288.457249205479
4291,1666930381129,286.910124894487
4302,1666930393122,283.348872282246
4313,1666930413547,286.871450140912
4324,1666930430420,285.94797191574
4335,1666930447378,287.234131686931
4346,1666930468979,288.722457943435
4357,1666930481473,287.425080611488
4368,1666930505336,286.299294115245
4379,1666930518271,284.976438161153
4390,1666930543684,285.707381110045
4401,1666930556924,284.594787615864
4412,1666930583024,286.052525779292
4423,1666930594963,287.007542435252
4434,1666930615341,284.884923411659
4445,1666930633044,283.926810791961
4456,1666930649780,284.641406297947
4467,1666930670208,286.26583207656
4478,1666930685843,288.004539897103
4489,1666930708654,288.252864832328
4500,1666930721823,286.173996217392
4511,1666930745693,289.547832171474
4522,1666930758510,285.088627864119
4533,1666930783625,282.867155376476
4544,1666930797276,287.176176481552
4555,1666930821737,285.404851339221
4566,1666930834299,286.968770309168
4577,1666930856219,287.964618586366
4588,1666930871131,285.916017219757
4599,1666930888117,285.338458437519
4610,1666930910021,286.362818817856
4621,1666930925838,287.795711854316
4632,1666930947900,288.28182329287
4643,1666930961692,285.635399366994
4654,1666930985471,280.203235825255
4665,1666930998429,287.838140941524
4676,1666931022941,285.897158919582
4687,1666931036794,286.191234050856
4698,1666931057490,286.227252999581
4709,1666931073670,286.840173432762
4720,1666931089793,285.969328854847
4731,1666931111158,286.32624174203
4742,1666931127634,287.424803653952
4753,1666931150140,284.826635411114
4764,1666931164432,284.101189070521
4775,1666931186996,285.785989355031
4786,1666931201152,286.421369713132
4797,1666931223175,286.795756603165
4808,1666931236893,285.031907580491
4819,1666931260748,283.203701630936
4830,1666931273903,283.961493283573
4841,1666931297081,285.552014190104
4852,1666931311836,285.666107098729
4863,1666931329258,283.016337077773
4874,1666931350857,282.628705481885
4885,1666931366110,285.232780939099
4896,1666931389511,284.007887163395
4907,1666931404933,285.689993614673
4918,1666931425620,282.210143523021
4929,1666931438215,282.222242154628
4940,1666931461904,281.925932715959
4951,1666931476330,281.976035322743
4962,1666931499149,283.567007782118
4973,1666931513837,283.36454002107
4984,1666931533819,283.816138864436
4995,1666931551135,285.092120629114
5006,1666931568581,283.573831609114
5017,1666931589920,282.728400233161
5025,1666931605674,283.324857996522
5050,1666931683296,282.703573774861
5061,1666931685377,285.102701649997
5072,1666931686897,283.99669297078
5083,1666931724009,281.83391445984
5094,1666931725392,279.723752876954
5105,1666931763028,281.656158528521
5116,1666931764214,280.891875401104
5127,1666931802100,282.767405233602
5138,1666931803389,282.910799538594
5149,1666931840814,282.74047324325
5160,1666931842568,282.393253731018
5171,1666931879886,281.658314474423
5182,1666931881764,282.786015740118
5193,1666931918692,281.204723646189
5204,1666931920772,279.683371318484
5215,1666931924118,280.236148354729
5226,1666931959931,280.415984021806
5237,1666931962347,280.495771986379
5248,1666931998379,284.834722200707
5259,1666932000539,285.428462910334
5270,1666932037520,277.980128368322
5281,1666932039680,276.794676355247
5292,1666932076614,280.689384999688
5303,1666932078566,280.94853627167
5314,1666932115456,280.713151857171
5325,1666932117806,282.01195557688
5336,1666932123247,282.036421069281
5347,1666932156287,284.738111826284
5358,1666932161201,283.658175606314
5369,1666932195152,278.433181869276
5380,1666932198847,278.3208100325
5391,1666932234429,279.249175757289
5402,1666932236684,279.063147831271
5413,1666932273989,281.002918739992
5424,1666932276147,281.574673790859
5435,1666932312699,280.653555659366
5446,1666932315255,278.275272779611
5457,1666932350943,279.545124579576
5468,1666932354095,281.692588662571
5479,1666932361446,281.418281634778
5490,1666932393092,282.233557983218
5501,1666932398478,282.572908038039
5512,1666932432176,279.804719286165
5523,1666932436548,280.09163866321
5534,1666932471045,279.298380860357
5545,1666932473694,279.075773861664
5556,1666932509949,279.154201462733
5567,1666932512901,279.207794428896
5578,1666932549092,279.093324309957
5589,1666932551789,277.656005940276
5600,1666932560934,278.631032567464
5611,1666932590249,283.048717716122
5622,1666932597472,282.86264381521
5633,1666932629521,279.096967825079
5644,1666932635199,279.120051093158
5655,1666932668706,279.993130277741
5666,1666932671929,279.682917286462
5677,1666932707552,281.566228360711
5688,1666932710617,282.245244480458
5699,1666932746580,280.336013123065
5710,1666932749682,279.813060838257
5721,1666932783656,279.356671029735
5732,1666932787840,280.065711729121
5743,1666932798825,280.24174206209
5754,1666932826923,280.309219664115
5765,1666932834752,280.142377310744
5776,1666932866091,279.031910889676
5787,1666932873027,279.080249115579
5798,1666932905239,279.885793815527
5809,1666932908982,280.188749130217
5820,1666932944431,280.787056359365
5831,1666932947896,280.841077616421
5842,1666932982339,280.198862502046
5853,1666932986331,281.634906004087
5864,1666932999205,280.946338184703
5875,1666933024532,280.126117526443
5886,1666933033821,279.618531237019
5897,1666933063527,275.178790957094
5908,1666933071995,274.759026389562
5919,1666933102704,278.730943443191
5930,1666933107345,278.753393836641
5941,1666933141847,279.368783121554
5952,1666933145888,278.602235706514
5963,1666933180934,277.123000299363
5974,1666933183851,276.309830425989
5985,1666933216629,276.57762713528
5996,1666933222318,278.080057156778
6007,1666933236746,277.620547781117
6018,1666933260746,278.417252247382
6029,1666933271128,278.498925267158
6040,1666933299828,276.716822822142
6051,1666933309482,276.89568169947
6062,1666933338758,278.898553567468
6073,1666933343343,279.164851849862
6084,1666933377667,278.513951585123
6095,1666933380800,279.044316738532
6106,1666933415859,277.789706238388
6117,1666933419608,275.616625874984
6128,1666933436278,276.589027359857
6139,1666933458418,280.490739613701
6150,1666933470592,280.051788468063
6161,1666933497557,278.95811866793
6172,1666933508489,279.068942146566
6183,1666933536317,279.017052126855
6194,1666933540996,279.947009013132
6205,1666933575517,277.167879879121
6216,1666933579316,275.932053434964
6227,1666933614682,276.854390264441
6238,1666933617455,277.625978391791
6249,1666933649095,277.540589800045
6260,1666933656586,275.848555565736
6271,1666933674687,275.992226205888
6282,1666933695244,276.90589225218
6293,1666933706745,276.734125046894
6304,1666933733748,276.86742395305
6315,1666933745841,276.588682900771
6326,1666933773287,278.272020328637
6337,1666933777079,278.45424440962
6348,1666933812042,279.551640034623
6359,1666933815123,280.67902399074
6370,1666933848482,278.248674568061
6381,1666933854051,276.328512049502
6392,1666933874428,276.744368207481
6403,1666933892677,277.663934856853
6414,1666933906466,277.406814478247
6425,1666933931982,277.408104655513
6436,1666933944283,277.370497672122
6447,1666933970645,279.082103936
6458,1666933974969,280.172716446271
6469,1666934009478,278.375961875173
6480,1666934013106,279.418325567008
6491,1666934048214,278.090336481623
6502,1666934051675,277.1620521252
6513,1666934082825,276.865972958757
6524,1666934090534,275.345514357565
6535,1666934112384,276.430426826288
6546,1666934129820,275.876089184398
6557,1666934142949,276.56280919651
6568,1666934168819,277.259143762424
6579,1666934182072,277.202821995419
6590,1666934206968,275.475556431416
6601,1666934211743,274.462091215238
6612,1666934245875,276.693866997424
6623,1666934249437,277.140075910852
6634,1666934281714,277.398959042719
6645,1666934288455,278.822105378018
6656,1666934312205,278.181627970903
6667,1666934327381,275.239711058677
6678,1666934343096,275.942213227653
6689,1666934366203,277.281364940831
6700,1666934380892,276.787076832741
6711,1666934405478,275.33461702765
6722,1666934409643,275.276988381334
6733,1666934444192,274.533688534886
6744,1666934448632,272.671124072693
6755,1666934482108,274.485180086986
6766,1666934485854,274.355449991309
6777,1666934514802,275.465455860285
6788,1666934524998,275.458532150819
6799,1666934550068,275.762994342912
6810,1666934563619,277.182255487802
6821,1666934579136,276.706472044282
6832,1666934602693,274.122858970404
6843,1666934617465,274.179707759977
6854,1666934642106,276.253576102119
6865,1666934646278,276.095632503942
6876,1666934679423,276.371779180631
6887,1666934684145,277.927716027249
6898,1666934714985,277.348826610423
6909,1666934723262,276.343688842554
6920,1666934749232,275.926575263639
6931,1666934761493,274.995544927414
6942,1666934778921,275.466418960576
6953,1666934800133,276.504449560996
6964,1666934816823,276.170126203482
6975,1666934839217,276.350427926672
6986,1666934844633,277.008994387091
6997,1666934877990,277.862639894414
7008,1666934881969,278.139184792012
7019,1666934915428,273.743566687513
7030,1666934920762,273.630002134009
7041,1666934948297,275.296414499433
7052,1666934959388,278.63112318607
7063,1666934987414,278.207132682107
7074,1666934997687,277.402571150749
7085,1666935015649,276.795146405539
7096,1666935036399,274.543429349637
7107,1666935052666,274.55530251052
7118,1666935074889,276.102499408863
7129,1666935081112,277.071613928456
7140,1666935113405,276.324739290306
7151,1666935118628,276.985678555787
7162,1666935147461,275.898710781613
7173,1666935157224,275.827378644076
7184,1666935186249,276.808117096052
7195,1666935195846,276.924030863042
7206,1666935214906,275.93612298109
7217,1666935233818,273.287894282892
7228,1666935252842,273.651516024012
7239,1666935272655,275.458915656635
7250,1666935279251,276.349981332938
7261,1666935310530,275.154196597601
7272,1666935317954,274.515468652793
7283,1666935348668,276.117446988102
7294,1666935355115,277.037900938143
7305,1666935385490,275.187689648519
7316,1666935393847,273.583347835117
7327,1666935420774,274.949220053565
7338,1666935431517,274.337193803431
7349,1666935452903,273.619929947857
7360,1666935469964,273.934964805804
7371,1666935487875,273.388535373358
7382,1666935508032,273.701889261563
7393,1666935515821,271.65082100391
7404,1666935546799,274.836426305027
7415,1666935553132,276.612711640038
7426,1666935585498,276.886180776914
7437,1666935591741,274.240120219605
7448,1666935618880,274.311194809324
7459,1666935630188,275.915245904637
7470,1666935651428,275.254849587212
7481,1666935667653,274.342682123923
7492,1666935688558,273.888806956647
7503,1666935705190,272.758736148335
7514,1666935713121,274.519604875139
7525,1666935744054,274.29132846616
7536,1666935751730,276.618902651083
7547,1666935783034,274.098516913957
7558,1666935789555,275.781609990766
7569,1666935821312,274.816918820126
7580,1666935827451,273.284125130864
7591,1666935852511,271.844463172996
7602,1666935864450,271.518537419069
7613,1666935889046,273.542371803752
7624,1666935903109,272.545309794683
7635,1666935923029,273.727202957766
7646,1666935941677,273.997526984723
7657,1666935949510,270.100310856357
7668,1666935980247,272.167594192083
7679,1666935986747,272.902289386451
7690,1666936018947,272.838289617585
7701,1666936025709,273.030772026363
7712,1666936052507,273.66997614618
7723,1666936062866,273.654022823982
7734,1666936087877,275.93063793007
7745,1666936100889,272.41905394494
7756,1666936124591,272.738809666449
7767,1666936139925,272.511586248163
7778,1666936147298,274.418252408686
7789,1666936178205,272.039769070544
7800,1666936185519,273.987367302646
7811,1666936216315,272.480652995979
7822,1666936223412,272.326363865997
7833,1666936253634,274.750639094591
7844,1666936261467,275.929296885136
7855,1666936285485,274.198243178264
7866,1666936298865,275.420826067402
7877,1666936323404,272.714239561724
7888,1666936336749,274.5874788737
7899,1666936358602,273.970854740922
7910,1666936375516,274.666384857907
7921,1666936383877,272.760224612097
7932,1666936413465,271.727962973324
7943,1666936420978,272.049228784372
7954,1666936450886,273.118710466724
7965,1666936459668,273.986379514283
7976,1666936486280,275.690291970855
7987,1666936497660,274.978081278915
7998,1666936522323,273.188169411912
8009,1666936535539,273.569394612155
8020,1666936559425,272.418138102339
8031,1666936573033,274.809398800819
8042,1666936581314,274.170752288559
8053,1666936611839,271.843458529891
8064,1666936619374,271.628660129947
8075,1666936649653,272.397524299221
8086,1666936657607,273.311799871252
8097,1666936685480,272.189676652869
8108,1666936696255,270.708842941856
8119,1666936722321,272.670516369359
8130,1666936734038,271.342721625965
8141,1666936757798,272.87133012175
8152,1666936770577,274.433069569755
8163,1666936792268,271.922058444875
8174,1666936808964,271.252931845367
8185,1666936818013,271.678482968479
8196,1666936847083,272.800055991978
8207,1666936855652,272.907279192337
8218,1666936882426,272.014918554069
8229,1666936894115,272.546963541346
8240,1666936920684,270.891501931478
8251,1666936932587,271.089045953362
8262,1666936957233,271.897057910468
8273,1666936968502,272.143466830946
8284,1666936990794,272.26303487614
8295,1666937005606,272.965774554575
8306,1666937014986,273.051062094837
8317,1666937044994,272.379557208678
8328,1666937054349,273.1392473475
8339,1666937081758,273.391765388839
8350,1666937092614,274.375520581063
8361,1666937118564,272.126507003285
8372,1666937130246,271.317846146388
8383,1666937155538,271.654109526487
8394,1666937167059,272.84059971955
8405,1666937193193,273.117088145016
8416,1666937203105,272.501936846278
8427,1666937226762,273.023027366413
8438,1666937241797,270.856899332492
8449,1666937251627,270.670302965874
8460,1666937280523,271.162277768824
8471,1666937290490,271.90233823516
8482,1666937316960,272.379642729576
8493,1666937328067,274.892920416444
8504,1666937353058,272.577096959709
8515,1666937365699,269.725409201835
8526,1666937390963,270.914095036243
8537,1666937401304,271.503429524349
8548,1666937424365,271.408843437053
8559,1666937438903,271.816263699765
8570,1666937450657,271.227730392316
8581,1666937477557,271.582593663944
8592,1666937487720,270.096188375127
8603,1666937515184,271.513670503448
8614,1666937525084,272.731128174984
8625,1666937550503,271.631615192499
8636,1666937564223,271.957771318662
8647,1666937589305,271.219056313878
8658,1666937598880,271.406089769094
8669,1666937625742,270.805370200251
8680,1666937636581,269.080969480535
8691,1666937658765,269.612281026259
8702,1666937675351,271.14059929397
8713,1666937686803,270.162026272093
8724,1666937713655,269.980383100968
8735,1666937723768,270.227041244939
8746,1666937750871,271.051429307363
8757,1666937761459,269.525525910099
8768,1666937786280,270.127702638091
8779,1666937798854,270.183032474783
8790,1666937825146,271.225653621939
8801,1666937834209,273.276200258838
8812,1666937859192,272.043970800478
8823,1666937872438,270.81182652911
8834,1666937885859,270.315505394128
8845,1666937911138,271.180704324333
8856,1666937921730,271.36642981361
8867,1666937949045,270.206787975491
8878,1666937959713,269.366629692999
8889,1666937984448,270.441398864666
8900,1666937996811,271.598994864308
8911,1666938021684,270.21414899847
8922,1666938031446,270.966553018597
8933,1666938057754,270.815123258802
8944,1666938069696,271.553222065004
8955,1666938090023,271.351076966172
8966,1666938107963,271.259845022148
8977,1666938122349,271.328350766185
8988,1666938146722,271.099193651112
8999,1666938157093,271.664236916784
9010,1666938182631,268.650078768038
9021,1666938193673,270.25578216943
9032,1666938220716,270.796391241168
9043,1666938230705,269.756394051828
9054,1666938256099,269.661728012924
9065,1666938267568,269.525837046765
9076,1666938293136,269.732262193073
9087,1666938305354,270.623190101947
9098,1666938321025,270.617555729481
9109,1666938343550,270.555806086806
9120,1666938354514,269.317025435973
9131,1666938382225,270.303766722997
9142,1666938393198,270.565620737599
9153,1666938418251,270.639003261584
9164,1666938430008,265.7881624436
9175,1666938453523,268.583296706025
9186,1666938466231,266.864876671003
9197,1666938490324,267.556232537123
9208,1666938503123,267.978620071093
9219,1666938521900,267.883469681544
9230,1666938540294,269.04743203984
9241,1666938557644,268.832277903157
9252,1666938578698,270.006624254695
9263,1666938590531,268.445301514186
9274,1666938616047,269.596236096178
9285,1666938627160,270.417201720313
9296,1666938653737,269.311159094141
9307,1666938663479,268.804694055938
9318,1666938687242,269.193869504605
9329,1666938700132,269.457626402466
9340,1666938725537,269.738473303817
9351,1666938737854,270.378163332304
9362,1666938755797,270.657611198413
9373,1666938775182,270.435385574099
9384,1666938787866,269.135223907537
9395,1666938813358,268.572292523115
9406,1666938825171,267.422231061608
9417,1666938851705,269.580291211255
9428,1666938863200,268.195174514316
9439,1666938886656,269.287500438959
9450,1666938897999,268.765668415315
9461,1666938923559,269.20450029853
9472,1666938935306,268.883914360418
9483,1666938953351,268.042698222348
9494,1666938972693,268.8328487249
9505,1666938992277,267.342005640832
9516,1666939010773,271.310560816035
9527,1666939022322,270.439142997919
9538,1666939049854,270.080653663796
9549,1666939060067,269.592409812831
9560,1666939085982,269.685124481471
9571,1666939098939,270.412561165626
9582,1666939120966,270.424015557053
9593,1666939132084,271.047022237321
9604,1666939157663,269.965228000961
9615,1666939169961,268.115334116484
9626,1666939189978,268.220707906784
9637,1666939208197,267.868765296355
9648,1666939220807,269.796026231383
9659,1666939246602,269.791138631437
9670,1666939258562,269.969442356301
9681,1666939283243,269.222594139501
9692,1666939295881,269.891100419596
