Training Env Iteration,Time,Intersection Delay(s)
2534,1664605991858,298.681413857962
2545,1664606031896,296.397465336141
2556,1664606079443,297.796777604835
2567,1664606114758,297.212124717095
2578,1664606153836,298.488292126807
2589,1664606203298,296.1779785697
2600,1664606236485,296.250470614825
2611,1664606275082,296.512204951625
2622,1664606328031,295.054320710342
2633,1664606357245,296.475746605875
2644,1664606397075,297.809787721888
2655,1664606451323,296.348779057038
2666,1664606484349,296.866422354942
2677,1664606534778,297.750928246403
2688,1664606573765,298.662946207341
2699,1664606612548,294.648850518092
2710,1664606655877,293.683653546517
2721,1664606694474,294.4604041273
2732,1664606739810,293.109664852333
2743,1664606776964,294.240542659567
2754,1664606816164,297.117141869665
2765,1664606864306,295.355873542102
2776,1664606897793,294.678565409531
2787,1664606941345,297.382859103631
2798,1664606989513,295.747008866576
2809,1664607020631,295.609759901841
2820,1664607066476,295.213847951154
2831,1664607111770,295.187074168277
2842,1664607142085,294.166374126222
2853,1664607195061,296.34976143357
2864,1664607233251,295.914877403421
2875,1664607279735,295.933645895288
2886,1664607317457,295.685167117395
2897,1664607354284,296.031959389024
2908,1664607402786,292.929125111273
2919,1664607438914,293.524908672328
2930,1664607476619,296.593329383818
2941,1664607525156,293.145445547919
2952,1664607561303,293.029369861358
2963,1664607609913,294.678762050626
2974,1664607650851,296.18719709439
2985,1664607684034,293.308658709553
2996,1664607733940,292.516435534458
3007,1664607771882,293.22061428044
3018,1664607804690,292.969285346118
3029,1664607855318,291.752262477378
3040,1664607893151,292.120999296936
3051,1664607938063,291.31314586832
3062,1664607976810,292.129159840639
3073,1664608013738,292.789524986753
3084,1664608065073,290.412963365036
3095,1664608098176,293.588041857148
3106,1664608134865,290.580054577203
3117,1664608189807,292.458238511645
3128,1664608221236,291.059671839585
3139,1664608270624,292.739754766476
3150,1664608310657,291.164365466155
3161,1664608343367,290.258413834275
3172,1664608396030,291.702379775428
3183,1664608430670,292.363891685123
3194,1664608469438,290.017853857343
3205,1664608516934,289.909830239239
3216,1664608550797,292.311388227891
3227,1664608593450,290.130985007656
3238,1664608639385,289.880152072688
3249,1664608672265,290.95538727008
3260,1664608719431,289.146979019211
3271,1664608759947,288.864620576315
3282,1664608792013,287.205431254552
3293,1664608845243,288.060020519425
3304,1664608879993,288.031473421868
3315,1664608923586,287.491103101956
3326,1664608965628,288.526635854062
3337,1664609001649,287.861786618446
3348,1664609048254,286.306095460839
3359,1664609085540,288.754753940399
3370,1664609128225,290.039840864827
3381,1664609172433,290.095263247217
3392,1664609206474,286.704066542244
3403,1664609248569,287.617474711602
3414,1664609293305,287.415175003429
3425,1664609325567,288.25770095377
3436,1664609374255,287.260208401288
3447,1664609417866,287.319122536841
3458,1664609452746,287.872228690193
3469,1664609498763,287.905632872464
3480,1664609542468,285.38899442435
3491,1664609576072,287.954726697063
3502,1664609620379,286.238983104357
3513,1664609662606,286.037107710884
3524,1664609700839,286.265102510898
3535,1664609739234,284.567469938301
3546,1664609782932,284.952212873779
3557,1664609827484,286.016510176011
3568,1664609859164,286.754689831195
3579,1664609905906,286.611997090747
3590,1664609948013,282.250471902642
3601,1664609982342,286.95521453679
3612,1664610027095,287.034524314865
3623,1664610073405,288.745004190515
3634,1664610108663,287.097679424223
3645,1664610149980,286.685045079583
3656,1664610197490,286.00245420167
3667,1664610231836,284.228749900233
3678,1664610273713,283.504280061394
3689,1664610323615,285.650882959074
3700,1664610351872,285.318085580722
3711,1664610393338,285.097104762363
3722,1664610443582,284.193705891551
3733,1664610482236,284.791176467301
3744,1664610512877,285.333741930643
3755,1664610563318,284.959130343407
3766,1664610602735,284.294719619632
3777,1664610635700,281.946055699501
3788,1664610683096,284.764315693074
3799,1664610728188,283.727140618412
3810,1664610759544,283.384302548525
3821,1664610802571,283.766762577372
3832,1664610848569,283.937744017261
3843,1664610884622,283.194705117788
3854,1664610925439,284.180790407278
3865,1664610975377,282.999668847767
3876,1664611010306,284.74198792394
3887,1664611044994,281.432383853883
3898,1664611094431,282.831444516187
3909,1664611135310,281.415717111932
3920,1664611164800,282.40710360863
3931,1664611218916,281.57461690203
3942,1664611255691,282.809846678939
3953,1664611286681,282.87852227988
3964,1664611338890,282.153528788414
3975,1664611379747,283.841618264193
3986,1664611407347,282.244963284969
3997,1664611458947,282.877871282954
4008,1664611500143,282.363102938546
4019,1664611532790,283.084733725717
4030,1664611578548,284.173851789343
4041,1664611625182,279.483168600041
4052,1664611665045,281.121365230021
4063,1664611698097,281.335422196312
4074,1664611743859,279.472981406162
4085,1664611784576,281.29110617628
4096,1664611818886,281.456208317702
4107,1664611870629,278.702589850864
4118,1664611906679,282.766839452054
4129,1664611938464,281.180813989879
4140,1664611991644,285.165247953819
4151,1664612029637,282.153986433242
4162,1664612058390,281.44609148495
4173,1664612112330,280.717609554958
4184,1664612153917,281.384346551935
4195,1664612181051,282.72847576219
4206,1664612232415,281.113658806468
4217,1664612275887,280.426441655426
4228,1664612318507,279.839738120362
4239,1664612351682,283.544106986911
4250,1664612394300,281.670830482898
4261,1664612439496,281.110283557331
4272,1664612470169,281.506299401703
4283,1664612522362,281.372188596898
4294,1664612560412,279.616254236762
4305,1664612593701,282.520896623284
4316,1664612643042,279.437939996452
4327,1664612680911,278.958163930861
4338,1664612714864,282.91552833335
4349,1664612762172,281.573209043636
4360,1664612805449,280.139508536368
4371,1664612837016,280.406092470065
4382,1664612882358,278.93447333927
4393,1664612924272,280.677964967569
4404,1664612969113,281.130389186372
4415,1664613001580,280.995741637645
4426,1664613042777,279.350347565673
4437,1664613090859,279.011499742849
4448,1664613124760,277.210417815323
4459,1664613172542,279.406267982387
4470,1664613210286,278.631300106372
4481,1664613243816,278.022296795392
4492,1664613290650,276.924987670088
4503,1664613334506,279.405883788667
4514,1664613371240,281.019698993459
4525,1664613411834,279.889193061955
4536,1664613454034,278.164573569237
4547,1664613492759,279.836257309037
4558,1664613531467,279.212372765867
4569,1664613573278,277.051609347825
4580,1664613619148,280.818205981139
4591,1664613651846,279.719610626164
4602,1664613692453,276.153216704946
4613,1664613739427,277.726526659106
4624,1664613772013,279.73311902824
4635,1664613818550,278.988274024887
4646,1664613857566,278.954755658675
4657,1664613896525,279.653302043185
4668,1664613937920,277.331082988562
4679,1664613982520,276.464118587992
4690,1664614027103,279.342089767951
4701,1664614060522,276.330310201646
4712,1664614103712,279.331654393278
4723,1664614146389,279.205727127145
4734,1664614179444,279.689762896512
4745,1664614225276,278.025320861962
4756,1664614268006,277.098312062135
4767,1664614299187,277.374049058994
4778,1664614343803,278.570822840162
4789,1664614387642,276.089551128849
4800,1664614418589,277.873657773831
4811,1664614465293,276.618236238315
4822,1664614507236,275.800481793804
4833,1664614548085,276.01035323509
4844,1664614585614,274.934008417101
4855,1664614627425,277.115454949269
4866,1664614680349,275.499126380283
4877,1664614708465,275.918235860608
4888,1664614749581,274.278314032058
4899,1664614799670,277.230342829204
4910,1664614827346,276.225425449274
4921,1664614874751,277.108226224544
4932,1664614918249,275.589151590641
4943,1664614946904,277.691860394579
4954,1664614993738,277.306345933523
4965,1664615037592,275.166135566536
4976,1664615064392,274.331804860946
4987,1664615112951,275.886255876098
4998,1664615155814,274.408527850358
5009,1664615198260,276.701740423804
5017,1664615231902,276.835628409844
5042,1664615338544,275.470564600269
5053,1664615394752,275.097815733212
5064,1664615397423,275.920775060955
5075,1664615453269,277.400317733908
5086,1664615509679,276.738278386961
5097,1664615566085,276.191644603673
5108,1664615569423,275.322106427302
5119,1664615625844,276.836174325979
5130,1664615682065,276.708991478658
5141,1664615686012,276.904075989547
5152,1664615742547,277.954364685736
5163,1664615797817,276.12440932712
5174,1664615804639,274.246873576143
5185,1664615859157,277.87972567417
5196,1664615914325,276.422392419992
5207,1664615924638,275.133121005306
5218,1664615975684,276.325960494497
5229,1664616030489,274.143660712969
5240,1664616044370,273.619368961388
5251,1664616092855,274.778468655326
5262,1664616147823,274.772660775402
5273,1664616202812,274.350654281245
5284,1664616210585,274.923182620323
5295,1664616264889,272.597214876722
5306,1664616318967,274.106636413289
5317,1664616329026,276.781030813333
5328,1664616381793,270.990133836588
5339,1664616435985,273.727937285721
5350,1664616449638,275.262259274785
5361,1664616499773,275.947988155354
5372,1664616552850,273.856503229487
5383,1664616570085,272.925795640468
5394,1664616615895,273.339879207337
5405,1664616668919,273.561101181734
5416,1664616691163,273.517607716513
5427,1664616733544,272.643410833642
5438,1664616787054,273.44337120937
5449,1664616839399,272.84571692044
5460,1664616850306,271.477408013635
5471,1664616903758,273.026804406713
5482,1664616957114,273.376263265076
5493,1664616972194,274.52164430134
5504,1664617021514,272.687599253634
5515,1664617074664,273.840751845304
5526,1664617093347,274.220016927795
5537,1664617138435,272.440450893631
5548,1664617192272,272.680945372488
5559,1664617215891,273.250512259701
5570,1664617255834,275.035916442149
5581,1664617309004,274.448936530696
5592,1664617339626,274.749661196505
5603,1664617373961,274.691920936034
5614,1664617427637,276.950098978442
5625,1664617476759,276.548513639353
5636,1664617490755,277.262213203146
5647,1664617545962,275.594019505823
5658,1664617597382,274.219869049716
5669,1664617616606,272.416247290724
5680,1664617663153,275.918073644301
5691,1664617714437,276.026215685237
5702,1664617737293,276.4631139016
5713,1664617781561,275.39437484554
5724,1664617833293,273.053137717864
5735,1664617863412,272.050601762465
5746,1664617899142,275.008235072199
5757,1664617950146,274.36082600011
5768,1664617989507,273.60975024147
5779,1664618015889,272.984559676143
5790,1664618069878,272.935261526308
5801,1664618115551,273.009372931459
5812,1664618133918,273.084633503708
5823,1664618188659,274.220792458022
5834,1664618236693,273.982666129859
5845,1664618260154,272.46963384195
5856,1664618307647,274.069456310648
5867,1664618354114,274.253049739201
5878,1664618381570,274.125227573567
5889,1664618425084,273.059604321438
5900,1664618474233,273.135339488903
5911,1664618510780,273.300028164569
5922,1664618542003,272.904557441436
5933,1664618591529,272.582534698333
5944,1664618637590,271.824546740752
5955,1664618659948,270.615580607885
5966,1664618710867,273.45188525479
5977,1664618757935,274.266906069793
5988,1664618777031,274.701175035097
5999,1664618830482,274.256275057906
6010,1664618876658,273.614911534849
6021,1664618903692,270.664872453142
6032,1664618948443,272.453855877387
6043,1664618994402,270.655684023291
6054,1664619024388,269.462926532743
6065,1664619066354,272.768270371609
6076,1664619113398,272.315927516964
6087,1664619157795,272.388529258059
6098,1664619184440,272.510206359233
6109,1664619230831,272.820000595782
6120,1664619275715,270.34552497011
6131,1664619301511,271.241305749135
6142,1664619350807,269.211068363356
6153,1664619396105,271.639798850041
6164,1664619418530,269.482824211009
6175,1664619469211,271.684911021592
6186,1664619515649,272.28309520997
6197,1664619545609,271.658084694919
6208,1664619589266,270.87460581149
6219,1664619636171,271.254346054243
6230,1664619668684,270.490814512279
6241,1664619706469,270.693831659126
6252,1664619752726,270.42623200709
6263,1664619793643,271.098867019669
6274,1664619824825,270.097794136492
6285,1664619873476,270.064524000404
6296,1664619917640,271.413600385776
6307,1664619942480,268.802157042589
6318,1664619993586,270.551237131369
6329,1664620036763,271.211099343279
6340,1664620059613,270.613021612516
6351,1664620111496,270.97159003999
6362,1664620155583,271.895181596128
6373,1664620187292,270.493950305693
6384,1664620228690,269.880836119911
6395,1664620275121,271.522927486471
6406,1664620311707,272.702543100545
6417,1664620346057,272.267615603843
6428,1664620390998,271.383556224942
6439,1664620430247,269.57413454299
6450,1664620464577,271.293951103096
6461,1664620513136,270.548222094685
6472,1664620554735,270.989526538647
6483,1664620582602,268.560387380116
6494,1664620633826,270.462774570982
6505,1664620676053,271.381516863777
6516,1664620700956,269.481276846383
6527,1664620751573,269.978273046447
6538,1664620795096,268.542882936823
6549,1664620831068,271.773719685618
6560,1664620868588,268.278368977196
6571,1664620912249,269.577639276739
6582,1664620951300,268.738782690357
6593,1664620985212,270.534718686808
6604,1664621034454,271.805597605
6615,1664621071577,269.054903844778
6626,1664621104008,271.48433774073
6637,1664621153638,269.698286286819
6648,1664621191770,270.560081481051
6659,1664621222519,268.98174061101
6670,1664621273982,269.825509430867
6681,1664621313186,269.998029849558
6692,1664621347958,268.421298103319
6703,1664621390089,269.781882871218
6714,1664621432913,268.094965104244
6725,1664621471577,269.552378721584
6736,1664621506947,270.221675834869
6747,1664621549254,269.637022507107
6758,1664621591123,268.558134615471
6769,1664621624283,268.237982529513
6780,1664621672652,268.259203882569
6791,1664621712753,269.410460231419
6802,1664621743176,269.141196016459
6813,1664621794985,269.211885759976
6824,1664621833864,269.570129824515
6835,1664621862070,269.841021827595
6846,1664621911982,270.595316736235
6857,1664621951543,270.052154830497
6868,1664621990981,269.827628288779
6879,1664622030125,268.724458190613
6890,1664622069703,268.749264226994
6901,1664622111945,270.379572412498
6912,1664622147826,269.334706551996
6923,1664622187397,268.707236052957
6934,1664622232585,268.859744475648
6945,1664622264857,270.236011142206
6956,1664622312594,270.06607058124
6967,1664622349658,269.124126565186
6978,1664622383888,269.104195673922
6989,1664622433428,268.955611924424
7000,1664622470994,268.717221250623
7011,1664622503753,267.787959334694
7022,1664622550921,269.466470997192
7033,1664622590629,269.467924308468
7044,1664622626055,268.915418329551
7055,1664622669019,270.099803247476
7066,1664622703478,267.969128641687
7077,1664622738282,268.74333544411
7088,1664622772102,270.469606269751
7099,1664622814244,268.591221470291
7110,1664622860663,268.072745938238
7121,1664622889530,268.58943135443
7132,1664622934904,268.379381573461
7143,1664622978045,268.690365052674
7154,1664623009016,268.355473606174
7165,1664623055352,267.444176944478
7176,1664623095575,267.598482647314
7187,1664623131340,268.544627561577
7198,1664623174823,268.747806054842
7209,1664623212629,268.615125344169
7220,1664623251423,269.328542552237
7231,1664623292653,268.126059191001
7242,1664623330295,268.750608193218
7253,1664623374497,267.728108690659
7264,1664623410984,266.796084806541
7275,1664623455664,268.010521433268
7286,1664623498016,268.245386121691
7297,1664623528257,267.791188143531
7308,1664623572343,268.190035556998
7319,1664623616335,267.979867884509
7330,1664623647699,268.613718300954
7341,1664623694083,269.347623762813
7352,1664623733566,270.236111248649
7363,1664623765263,267.222011335026
7374,1664623811595,268.311736239033
7385,1664623852482,267.5392208157
7396,1664623895379,268.939268943365
7407,1664623929995,268.168611512269
7418,1664623976767,268.367715454422
7429,1664624015867,267.73146588367
7440,1664624049624,266.725281841138
7451,1664624093904,266.426327184053
7462,1664624133148,266.675755730627
7473,1664624166955,268.830899904939
7484,1664624215520,267.981627080648
7495,1664624251849,267.908237404964
7506,1664624283941,267.275867114302
7517,1664624332552,266.500106397639
7528,1664624370063,266.971787024248
7539,1664624402769,266.965856178222
7550,1664624451834,266.805850679442
7561,1664624494344,267.746676132839
7572,1664624530809,267.59545356439
7583,1664624568898,266.664451171279
7594,1664624613448,266.998119716859
7605,1664624651352,264.816507941392
7616,1664624686762,266.257372842204
7627,1664624736962,267.874820507422
7638,1664624771860,264.821574074807
7649,1664624804171,266.389431303143
7660,1664624857018,266.213963212629
7671,1664624890469,266.263648060134
7682,1664624921442,267.453787691322
7693,1664624974513,268.212059690901
7704,1664625010636,267.097327204065
7715,1664625042451,267.399477962301
7726,1664625090676,267.056135790444
7737,1664625132992,265.948064433892
7748,1664625164899,266.263103580848
7759,1664625207122,265.448126090001
7770,1664625250862,266.619842535575
7781,1664625287159,266.793658620672
7792,1664625326907,266.901565672472
7803,1664625374410,266.933891305003
7814,1664625406673,266.41063844933
7825,1664625444311,267.020773579861
7836,1664625495463,267.810671032362
7847,1664625526649,267.057470699095
7858,1664625562016,266.029628624554
7869,1664625611259,266.192436207465
7880,1664625653551,267.235892260155
7891,1664625681120,266.413361170755
7902,1664625728216,266.10522540769
7913,1664625774172,268.373245764198
7924,1664625801469,263.819858581049
7935,1664625846513,265.28351457824
7946,1664625891919,266.010081667522
7957,1664625923005,265.41551688718
7968,1664625965871,265.615056181963
7979,1664626012354,266.103960843337
7990,1664626041713,266.391668299546
8001,1664626083120,265.84309829007
8012,1664626130752,265.816764822148
8023,1664626163118,265.247928760726
8034,1664626202959,266.638207015083
8045,1664626248327,264.196201316966
8056,1664626291858,265.518806669695
8067,1664626319946,266.214548688109
8078,1664626366110,265.00378393437
8089,1664626414724,265.105347909488
8100,1664626441512,266.336560220322
8111,1664626486513,266.335969143341
8122,1664626532769,266.242112487859
8133,1664626558871,266.402741855167
8144,1664626603587,266.156526313156
8155,1664626649881,265.419663273749
8166,1664626679071,266.104030325345
8177,1664626719753,265.36623327366
8188,1664626769619,265.107321364768
8199,1664626799823,264.355745956452
8210,1664626839019,265.320988579747
8221,1664626886232,265.15452230919
8232,1664626927951,266.624505500355
8243,1664626958996,265.214586464393
8254,1664627003824,266.004707978732
8265,1664627053673,264.755081901169
8276,1664627078426,263.923695171578
8287,1664627122895,264.498381094949
8298,1664627169820,265.197106411047
8309,1664627198702,264.407343931116
8320,1664627239067,264.686646390559
8331,1664627287134,264.665839375424
8342,1664627319081,265.505673913416
8353,1664627357809,265.428893618241
8364,1664627406462,266.529540453781
8375,1664627436268,266.186338643972
8386,1664627474584,266.116271644224
8397,1664627524747,264.945784269608
8408,1664627561564,265.847161234376
8419,1664627595439,264.563594108617
8430,1664627643147,264.61452960812
8441,1664627685447,263.139662287659
8452,1664627713310,264.162706107118
8463,1664627760108,263.270057568718
8474,1664627804244,264.105329595659
8485,1664627832908,263.32760399683
8496,1664627876115,265.449875824014
8507,1664627925221,263.601176123849
8518,1664627953915,263.450770311259
8529,1664627997031,265.06711865095
8540,1664628041060,263.496030616477
8551,1664628079484,264.795959763613
8562,1664628113722,265.26328682325
8573,1664628160743,264.731010808759
8584,1664628196459,263.60325957671
8595,1664628231913,265.441649254284
8606,1664628278520,264.073776662936
8617,1664628316925,263.884679222418
8628,1664628348108,264.434931140971
8639,1664628394878,264.943548067523
8650,1664628439930,263.651978669279
8661,1664628468824,264.075968067402
8672,1664628514472,264.982884072387
8683,1664628561489,264.155527602699
8694,1664628587481,265.434574945445
8705,1664628633878,264.383308188794
8716,1664628678768,263.468554418299
8727,1664628715670,264.27995486381
8738,1664628750762,264.916283430237
8749,1664628795861,263.528110159808
8760,1664628833315,263.069741061914
8771,1664628866633,264.332907108288
8782,1664628911765,263.886296534384
8793,1664628955328,263.197829492417
8804,1664628986310,264.325355016987
8815,1664629030464,264.259819041884
8826,1664629074770,263.858450032016
8837,1664629105059,263.842061083341
8848,1664629149726,264.318084892472
8859,1664629197144,263.320871626211
8870,1664629221492,264.554042346442
8881,1664629268609,263.804829543675
8892,1664629312940,264.24948264649
8903,1664629348619,264.925862513784
8914,1664629385810,265.837492306404
8925,1664629430921,266.105910803642
8936,1664629464944,263.986110388118
8947,1664629502823,262.848581326375
8958,1664629547655,263.895129100961
8969,1664629594458,264.205084170746
8980,1664629619461,263.503039199163
8991,1664629666400,262.420739271599
9002,1664629712711,263.846834678393
9013,1664629739247,263.691102546811
9024,1664629784127,263.169538495448
9035,1664629828517,263.009298945761
9046,1664629861531,263.155312112873
9057,1664629900752,263.330651353468
9068,1664629947612,263.454514699433
9079,1664629981100,263.206493899113
9090,1664630020839,263.434922147931
9101,1664630065137,262.53836588138
9112,1664630098871,263.648312736018
9123,1664630136839,264.495727666529
9134,1664630183017,263.793005183219
9145,1664630227568,263.009032166261
9156,1664630252886,262.083273651194
9167,1664630300969,261.978828624115
9178,1664630343251,262.693513767183
9189,1664630372878,263.181039520217
9200,1664630416590,262.495328884407
9211,1664630465569,262.70922698982
9222,1664630496656,262.530196057332
9233,1664630533629,263.876534319588
9244,1664630583702,261.817190578294
9255,1664630615756,264.136007497172
9266,1664630653478,263.546772482196
9277,1664630703207,263.11103148871
9288,1664630735215,262.302997188784
9299,1664630770940,263.647122367636
9310,1664630819230,262.639281041851
9321,1664630859827,261.271721346394
9332,1664630888147,262.120853407464
9343,1664630935872,262.586269039813
9354,1664630975877,263.412014447223
9365,1664631003820,262.433155305885
9376,1664631051921,260.742767997865
9387,1664631098174,263.471465339374
9398,1664631126757,262.005060309115
9409,1664631169272,261.760979107113
9420,1664631217173,262.547544686201
9431,1664631247074,261.345611145528
9442,1664631285281,263.221746635651
9453,1664631335516,262.626029160044
9464,1664631373339,261.418307565568
9475,1664631403948,261.99251069339
9486,1664631452829,262.424377300637
9497,1664631489919,262.073681356493
9508,1664631520014,262.064085640114
9519,1664631570084,261.09381045814
9530,1664631606892,262.148063046463
9541,1664631635854,262.760230369743
9552,1664631684995,263.499368822218
9563,1664631730672,261.443892130944
9574,1664631755501,261.933238394751
9585,1664631801661,262.325430908494
9596,1664631848638,262.631847961072
9607,1664631879281,262.12915860129
9618,1664631919752,262.341950370982
9629,1664631965694,260.955225043662
9640,1664632003303,261.077384035664
9651,1664632036761,261.977118460253
9662,1664632084278,261.860682318552
9673,1664632121824,261.201628640684
