Training Env Iteration,Time,Speed (m/s)
2333,1666927067845,6.2933429183985
2344,1666927081541,6.23091677756213
2355,1666927108121,6.16982035557372
2366,1666927115163,6.17322600873731
2377,1666927148724,6.19795777679073
2388,1666927155560,6.20014510075001
2399,1666927184381,6.18161576049026
2410,1666927195380,6.14064606332651
2421,1666927223402,6.25227464100848
2432,1666927235303,6.35637579376821
2443,1666927264232,6.31442843723168
2454,1666927274539,6.3831925788244
2465,1666927291487,6.35572021747698
2476,1666927314782,6.25494142648582
2487,1666927322197,6.26289616952874
2498,1666927355290,6.38643672290021
2509,1666927363129,6.40440001330434
2520,1666927391887,6.40175731888361
2531,1666927402216,6.36971090580533
2542,1666927429940,6.40484320329752
2553,1666927441166,6.34613214644516
2564,1666927470830,6.34033103896743
2575,1666927481404,6.24781604220453
2586,1666927508929,6.27640124215565
2597,1666927520224,6.33503086108556
2608,1666927535721,6.32359507695818
2619,1666927560329,6.43285368627949
2630,1666927568309,6.50111786667597
2641,1666927599591,6.48714926885797
2652,1666927607916,6.54172515791591
2663,1666927639071,6.4567300935519
2674,1666927646104,6.41406720637514
2685,1666927676900,6.3496811658998
2696,1666927686120,6.38909561723681
2707,1666927715158,6.43858475098539
2718,1666927725782,6.48784951124337
2729,1666927743321,6.49768708962424
2740,1666927764958,6.52809744839418
2751,1666927775978,6.56091890037955
2762,1666927805392,6.49825160110307
2773,1666927813240,6.49428323356646
2784,1666927845310,6.47878450765825
2795,1666927853052,6.4996007523805
2806,1666927882882,6.51347119486423
2817,1666927889818,6.48543977945862
2828,1666927922542,6.4889584395667
2839,1666927930217,6.49583280285337
2850,1666927956908,6.51038917970665
2861,1666927969562,6.45146226461811
2872,1666927985548,6.47569758455085
2883,1666928009401,6.4915147948902
2894,1666928018053,6.47342066218812
2905,1666928049333,6.53198966501009
2916,1666928056417,6.5912370230954
2927,1666928088360,6.4415311508857
2938,1666928093449,6.38394140525242
2949,1666928128333,6.43520289158277
2960,1666928133759,6.56576891782959
2971,1666928161422,6.55531097992058
2982,1666928173352,6.56951923904647
2993,1666928192814,6.5778604421131
3004,1666928213609,6.54382714909052
3015,1666928227438,6.54880093467054
3026,1666928253371,6.56771181477666
3037,1666928259524,6.54095354269425
3048,1666928291802,6.56167556685758
3059,1666928299444,6.60241813917118
3070,1666928332131,6.56282694103924
3081,1666928336492,6.60563096811563
3092,1666928371007,6.55620473298483
3103,1666928376861,6.64518016601264
3114,1666928401634,6.68032874436184
3125,1666928417123,6.60688832531939
3136,1666928433800,6.56252947998796
3147,1666928455922,6.54637317483495
3158,1666928464185,6.47803258866752
3169,1666928495887,6.60169695452229
3180,1666928502728,6.69857913895181
3191,1666928534810,6.67736012504574
3202,1666928541306,6.64508827612041
3213,1666928574187,6.6899183647877
3224,1666928580005,6.67181591703501
3235,1666928606579,6.65237637301399
3246,1666928619503,6.60838665474792
3257,1666928640316,6.59920959726066
3268,1666928659045,6.58365050273866
3279,1666928677264,6.71703896154578
3290,1666928698588,6.67213856530697
3301,1666928705167,6.69735977175162
3312,1666928738450,6.65069116251857
3323,1666928744517,6.6269741715814
3334,1666928777354,6.65940918144067
3345,1666928784186,6.71984496024994
3356,1666928816118,6.72214765255471
3367,1666928821913,6.65478750551649
3378,1666928844681,6.64642577366104
3389,1666928862094,6.62819350693486
3400,1666928881340,6.59331472595861
3411,1666928901882,6.70078754081573
3422,1666928909272,6.77511120766043
3433,1666928941203,6.69439362447853
3444,1666928948079,6.66723971553344
3455,1666928980726,6.71253979199742
3466,1666928987689,6.73526398909802
3477,1666929019334,6.74623959239103
3488,1666929025059,6.7506980635944
3499,1666929049636,6.72304810560165
3510,1666929064921,6.8465282295171
3521,1666929086745,6.7125604927117
3532,1666929104308,6.7414850688864
3543,1666929123549,6.81622593129084
3554,1666929143151,6.74692147207056
3565,1666929150900,6.78299890993922
3576,1666929181770,6.77721617566892
3587,1666929189862,6.83813509797474
3598,1666929220909,6.75282633927865
3609,1666929228780,6.80558617426442
3620,1666929258552,6.80492181535594
3631,1666929266833,6.77763230963257
3642,1666929288808,6.78278545268247
3653,1666929305819,6.76868272332831
3664,1666929327307,6.73484943069819
3675,1666929344424,6.76895379416249
3686,1666929353101,6.78106560093888
3697,1666929383525,6.61226390994885
3708,1666929391479,6.78802166390619
3719,1666929422337,6.78089796326313
3730,1666929429936,6.81987604512431
3741,1666929461321,6.77148108069686
3752,1666929469932,6.77242658089963
3763,1666929490927,6.73561029195271
3774,1666929507282,6.78269097495415
3785,1666929529183,6.71339433414551
3796,1666929546552,6.75801118742796
3807,1666929567713,6.78241347311379
3818,1666929585820,6.81595817148664
3829,1666929594497,6.78762078699631
3840,1666929624144,6.82434825973743
3851,1666929632742,6.81659217154211
3862,1666929662273,6.87625593634504
3873,1666929671001,6.79872893220379
3884,1666929700638,6.86416974200492
3895,1666929710599,6.73781457689133
3906,1666929731590,6.85260150037754
3917,1666929748526,6.87566849167935
3928,1666929768751,6.85221112031809
3939,1666929787107,6.89775634616253
3950,1666929797137,6.86817767488311
3961,1666929825704,6.92923217793853
3972,1666929835451,6.90815328831354
3983,1666929862830,6.89056071300676
3994,1666929873320,6.85513096679322
4005,1666929901759,6.85443919503806
4016,1666929912096,6.86800126936107
4027,1666929936347,6.90088073532851
4038,1666929950421,6.9174502346018
4049,1666929970242,6.86777571489955
4060,1666929988772,6.86395612136208
4071,1666930007988,6.84102644911712
4082,1666930027493,6.88812285721584
4093,1666930036629,6.82440074591156
4104,1666930064298,6.86709491730103
4115,1666930075870,6.91429545867459
4126,1666930102488,6.84684778254167
4137,1666930113967,6.80044900795176
4148,1666930140761,6.89144624116915
4159,1666930152563,6.84942250331011
4170,1666930174911,6.80653255092836
4181,1666930191143,6.83318385535868
4192,1666930209671,6.88022810516769
4203,1666930229481,6.88295648486753
4214,1666930241721,6.8986940428105
4225,1666930267205,6.88550646341197
4236,1666930278105,6.85539601837022
4247,1666930304187,6.88703524336224
4258,1666930316430,6.91653805711853
4269,1666930343171,6.87895219351074
4280,1666930355178,6.88521770857962
4291,1666930381130,6.92320478281917
4302,1666930393122,7.01803484418044
4313,1666930413547,6.88389948341339
4324,1666930430420,6.89383728346216
4335,1666930447378,6.88025770478242
4346,1666930468979,6.87173422540295
4357,1666930481473,6.90356060008604
4368,1666930505336,6.88034775476091
4379,1666930518271,6.91995696863057
4390,1666930543684,6.97972326648193
4401,1666930556924,6.97109593196708
4412,1666930583025,6.85897644521354
4423,1666930594963,6.90096737600193
4434,1666930615341,6.96546963884547
4445,1666930633044,6.99718731463527
4456,1666930649781,6.99040277678621
4467,1666930670208,6.96442439936652
4478,1666930685843,6.87677141101737
4489,1666930708654,6.85798626045808
4500,1666930721823,6.94174423151601
4511,1666930745694,6.85452134459017
4522,1666930758510,6.93355042976844
4533,1666930783625,7.02827363744787
4544,1666930797276,6.85714820861448
4555,1666930821737,6.94800339299258
4566,1666930834299,6.91949436333935
4577,1666930856219,6.86899517490213
4588,1666930871131,6.923753575189
4599,1666930888117,6.94578984023252
4610,1666930910021,6.90543653179328
4621,1666930925838,6.8976047347238
4632,1666930947900,6.9060126211846
4643,1666930961692,6.95395679872821
4654,1666930985471,7.08509978217584
4665,1666930998429,6.91763423469124
4676,1666931022941,6.95519399003354
4687,1666931036794,6.90757060680967
4698,1666931057490,6.92372302553381
4709,1666931073670,6.91500093946397
4720,1666931089793,6.95505561904216
4731,1666931111158,6.95749958690479
4742,1666931127634,6.92943188565894
4753,1666931150140,6.97320682369912
4764,1666931164432,7.01007431038382
4775,1666931186996,7.00342709519103
4786,1666931201152,6.97163248993122
4797,1666931223175,6.95887088368926
4808,1666931236893,6.94725239357879
4819,1666931260749,7.00786362374466
4830,1666931273903,6.98295184734622
4841,1666931297082,6.94102123486893
4852,1666931311836,6.9403001165316
4863,1666931329258,7.02678222385781
4874,1666931350857,7.05096756414866
4885,1666931366110,6.99154725376253
4896,1666931389511,6.99183925022527
4907,1666931404933,6.96838599803984
4918,1666931425620,7.03062631377543
4929,1666931438216,7.02096627727661
4940,1666931461904,7.08949052206905
4951,1666931476330,7.09870563923054
4962,1666931499150,7.04929693935532
4973,1666931513837,7.0513628038281
4984,1666931533819,7.03247821351146
4995,1666931551135,7.0105611222396
5006,1666931568581,7.03984721446342
5017,1666931589921,7.02627356082537
5025,1666931605674,6.99986209057881
5050,1666931683296,7.05516213213537
5061,1666931685377,7.00995368776059
5072,1666931686897,6.99239869638068
5083,1666931724009,7.05080884307588
5094,1666931725392,7.11240002581857
5105,1666931763028,7.03813809552563
5116,1666931764214,7.05463323268391
5127,1666931802100,7.03757556920139
5138,1666931803389,7.03195624134642
5149,1666931840815,7.06998912697451
5160,1666931842568,7.10037917006625
5171,1666931879886,7.07370816657989
5182,1666931881764,7.03930876193966
5193,1666931918692,7.0730318577323
5204,1666931920772,7.12021811433811
5215,1666931924118,7.11290871133619
5226,1666931959931,7.09810735331771
5237,1666931962347,7.09778909268269
5248,1666931998379,6.94535672188596
5259,1666932000539,6.91879026237481
5270,1666932037520,7.21760536991693
5281,1666932039680,7.25584971469735
5292,1666932076614,7.11685953328089
5303,1666932078567,7.11599922351295
5314,1666932115456,7.10949400330841
5325,1666932117806,7.06064120447841
5336,1666932123247,7.06811197862828
5347,1666932156287,7.00928451083835
5358,1666932161202,7.03505403947339
5369,1666932195152,7.17949096859195
5380,1666932198847,7.18269822724748
5391,1666932234429,7.16590506416749
5402,1666932236684,7.16601380325195
5413,1666932273989,7.08434570059309
5424,1666932276147,7.0609968922007
5435,1666932312699,7.1052371233256
5446,1666932315256,7.18032013933896
5457,1666932350944,7.14236459701105
5468,1666932354095,7.04518779460096
5479,1666932361446,7.06825485295084
5490,1666932393092,7.18262772508377
5501,1666932398478,7.1619628092984
5512,1666932432176,7.10877213047846
5523,1666932436548,7.1044667005664
5534,1666932471045,7.16419575509818
5545,1666932473694,7.18060156626211
5556,1666932509949,7.16068746588459
5567,1666932512901,7.15167421597432
5578,1666932549092,7.17250166601621
5589,1666932551789,7.20095190364113
5600,1666932560935,7.17183840625741
5611,1666932590249,7.06671679699712
5622,1666932597472,7.07507824555995
5633,1666932629521,7.2117585224358
5644,1666932635199,7.2103816852789
5655,1666932668706,7.11264453909108
5666,1666932671929,7.10441289045472
5677,1666932707553,7.08351457461247
5688,1666932710617,7.06604001692773
5699,1666932746580,7.1420351112593
5710,1666932749682,7.18171375577164
5721,1666932783656,7.17167655376435
5732,1666932787840,7.13750603159925
5743,1666932798825,7.13867856856215
5754,1666932826923,7.15343224628317
5765,1666932834752,7.15732410619435
5776,1666932866092,7.22107161032809
5787,1666932873027,7.23088776124221
5798,1666932905239,7.12466505095487
5809,1666932908982,7.10421685439925
5820,1666932944432,7.12078395185597
5831,1666932947896,7.14170558988141
5842,1666932982339,7.15069105848872
5853,1666932986331,7.11236609586524
5864,1666932999205,7.1218969934962
5875,1666933024532,7.0846639299462
5886,1666933033821,7.11365416670691
5897,1666933063527,7.2161046060335
5908,1666933071995,7.2165458080713
5919,1666933102704,7.18272622513428
5930,1666933107345,7.17659572955143
5941,1666933141848,7.14664783225688
5952,1666933145888,7.16390030907098
5963,1666933180934,7.21525714571255
5974,1666933183851,7.23387463671272
5985,1666933216629,7.22648373686166
5996,1666933222318,7.22322689365357
6007,1666933236746,7.23369329067745
6018,1666933260746,7.22328954041927
6029,1666933271128,7.21923727396681
6040,1666933299828,7.21761587097443
6051,1666933309482,7.21245513865325
6062,1666933338758,7.17667364645148
6073,1666933343343,7.15827441950566
6084,1666933377667,7.20369408819773
6095,1666933380800,7.22353178436883
6106,1666933415859,7.24747023025112
6117,1666933419608,7.32898651545425
6128,1666933436279,7.27519022434365
6139,1666933458418,7.17195255657855
6150,1666933470592,7.16722385601273
6161,1666933497557,7.25139809664551
6172,1666933508489,7.24902442276561
6183,1666933536317,7.19799840934094
6194,1666933540996,7.17979952245152
6205,1666933575517,7.21111838879365
6216,1666933579317,7.22134031577712
6227,1666933614682,7.21075887782075
6238,1666933617455,7.1759681216804
6249,1666933649095,7.19337229842044
6260,1666933656586,7.26014223208377
6271,1666933674687,7.2570121402877
6282,1666933695244,7.16749759966872
6293,1666933706745,7.17586359687487
6304,1666933733748,7.24524238269441
6315,1666933745841,7.24953201226704
6326,1666933773287,7.1957372935092
6337,1666933777080,7.19350753214205
6348,1666933812042,7.16447700583093
6359,1666933815123,7.1207798773068
6370,1666933848482,7.18411675036579
6381,1666933854051,7.22300457460019
6392,1666933874428,7.23402798911873
6403,1666933892677,7.26205802332318
6414,1666933906466,7.26501342982058
6425,1666933931982,7.21394901132435
6436,1666933944283,7.21511180136531
6447,1666933970645,7.20943800803113
6458,1666933974969,7.19313450081033
6469,1666934009479,7.21063051993825
6480,1666934013106,7.18086270712677
6491,1666934048214,7.20188953670528
6502,1666934051675,7.22652826853438
6513,1666934082825,7.24500190067749
6524,1666934090534,7.28585443564332
6535,1666934112384,7.2770294480982
6546,1666934129820,7.3089983828267
6557,1666934142949,7.29500639910215
6568,1666934168819,7.21816712513515
6579,1666934182072,7.22478364800889
6590,1666934206968,7.31307929785534
6601,1666934211743,7.3439485452028
6612,1666934245875,7.2697200212121
6623,1666934249437,7.27310931317972
6634,1666934281714,7.25732701481774
6645,1666934288455,7.19958217472113
6656,1666934312205,7.21877576842239
6667,1666934327381,7.28986361497756
6678,1666934343096,7.28622442332818
6689,1666934366203,7.23598950104626
6700,1666934380892,7.24554258535908
6711,1666934405479,7.28113126473402
6722,1666934409644,7.27381752699617
6733,1666934444192,7.33255109998474
6744,1666934448633,7.38618564135507
6755,1666934482108,7.31802999958417
6766,1666934485855,7.31836845392386
6777,1666934514802,7.29939775427571
6788,1666934524999,7.31570527548375
6799,1666934550068,7.31859054180784
6810,1666934563619,7.21761325967104
6821,1666934579136,7.24071184269942
6832,1666934602693,7.32335864490188
6843,1666934617465,7.33071811671661
6854,1666934642106,7.27014243284203
6865,1666934646278,7.2559858110376
6876,1666934679423,7.27726228476451
6887,1666934684145,7.25970108789811
6898,1666934714985,7.24613720447022
6909,1666934723262,7.25333485942847
6920,1666934749232,7.25747603887185
6931,1666934761493,7.33022767711256
6942,1666934778921,7.30616808154351
6953,1666934800133,7.22086343142836
6964,1666934816823,7.23771617446842
6975,1666934839217,7.27583602128226
6986,1666934844633,7.25907998816956
6997,1666934877990,7.19461799710634
7008,1666934881969,7.18559634959949
7019,1666934915428,7.33339647440285
7030,1666934920762,7.33353708086895
7041,1666934948297,7.30722906344342
7052,1666934959388,7.21329136895981
7063,1666934987414,7.23531336839652
7074,1666934997687,7.23118164261093
7085,1666935015649,7.24556887741044
7096,1666935036399,7.29825931440868
7107,1666935052666,7.31126471394395
7118,1666935074889,7.2880290638991
7129,1666935081112,7.25304103807028
7140,1666935113406,7.28496703765569
7151,1666935118629,7.295505203114
7162,1666935147461,7.29122140761269
7173,1666935157225,7.31153958882521
7184,1666935186249,7.28192129030273
7195,1666935195847,7.23551585220365
7206,1666935214907,7.27485032798626
7217,1666935233818,7.35411970763388
7228,1666935252842,7.34628052825772
7239,1666935272655,7.31401046282681
7250,1666935279251,7.27179339555977
7261,1666935310530,7.31260457755227
7272,1666935317955,7.34230781421905
7283,1666935348668,7.26906330981157
7294,1666935355115,7.2170435090267
7305,1666935385490,7.31544283706111
7316,1666935393847,7.31535852544014
7327,1666935420774,7.29010709447666
7338,1666935431517,7.34610382652501
7349,1666935452903,7.34958090651532
7360,1666935469964,7.36934576485843
7371,1666935487875,7.39232037499311
7382,1666935508032,7.34095126713905
7393,1666935515821,7.39086378560629
7404,1666935546799,7.32367967272198
7415,1666935553132,7.26609434793903
7426,1666935585498,7.25773791197644
7437,1666935591741,7.30308654436629
7448,1666935618881,7.29884716422449
7459,1666935630189,7.26806340672328
7470,1666935651428,7.2984370199212
7481,1666935667654,7.35229079316735
7492,1666935688558,7.36656993470769
7503,1666935705190,7.37124569051094
7514,1666935713121,7.33989705996587
7525,1666935744054,7.3387799617175
7536,1666935751730,7.25060423256189
7547,1666935783034,7.33024914232012
7558,1666935789555,7.28869013176525
7569,1666935821312,7.33246573439573
7580,1666935827451,7.37322017655553
7591,1666935852511,7.39865178395436
7602,1666935864450,7.41039907147293
7613,1666935889047,7.37026792549593
7624,1666935903110,7.40226874945083
7635,1666935923029,7.38339587574955
7646,1666935941677,7.34444101613682
7657,1666935949510,7.4736480518875
7668,1666935980247,7.41033228897007
7679,1666935986747,7.36316468610189
7690,1666936018947,7.35790351488044
7701,1666936025709,7.37496320455491
7712,1666936052507,7.36098202640411
7723,1666936062866,7.35894706296604
7734,1666936087877,7.29836654205622
7745,1666936100889,7.41834084432035
7756,1666936124591,7.37460574506266
7767,1666936139925,7.38650157144646
7778,1666936147299,7.32502798318309
7789,1666936178205,7.42311388088104
7800,1666936185519,7.36273652473764
7811,1666936216315,7.37554369478286
7822,1666936223412,7.38759941041232
7833,1666936253634,7.32432908577689
7844,1666936261468,7.28429113359398
7855,1666936285486,7.37006199570471
7866,1666936298865,7.33021896159863
7877,1666936323404,7.31296151027361
7888,1666936336749,7.35277946449416
7899,1666936358602,7.38236125858329
7910,1666936375516,7.31640463328792
7921,1666936383877,7.36797693923061
7932,1666936413465,7.39754702100612
7943,1666936420978,7.38854353380124
7954,1666936450886,7.35029937897123
7965,1666936459669,7.33714984224724
7976,1666936486280,7.31514426879356
7987,1666936497660,7.32337788661991
7998,1666936522323,7.36289991986936
8009,1666936535539,7.37495271814943
8020,1666936559425,7.38845001583508
8031,1666936573033,7.34563867219414
8042,1666936581314,7.30990957610923
8053,1666936611839,7.43175407600347
8064,1666936619374,7.43803889969327
8075,1666936649653,7.37507344773984
8086,1666936657607,7.34606534226226
8097,1666936685481,7.41061709143017
8108,1666936696255,7.45059948503868
8119,1666936722321,7.39840506348363
8130,1666936734038,7.43239181755473
8141,1666936757798,7.39985059166075
8152,1666936770578,7.33512914095429
8163,1666936792268,7.41888132245316
8174,1666936808964,7.39623489925027
8185,1666936818013,7.39169768132269
8196,1666936847084,7.39865740546298
8207,1666936855652,7.39822040563263
8218,1666936882426,7.40113017308246
8229,1666936894115,7.39252957541469
8240,1666936920684,7.40696629765578
8251,1666936932587,7.46651831231466
8262,1666936957233,7.40881805317743
8273,1666936968502,7.40019436962885
8284,1666936990794,7.40189571666572
8295,1666937005606,7.40802058067872
8306,1666937014986,7.39522681204163
8317,1666937044995,7.39487332162919
8328,1666937054349,7.37538920383317
8339,1666937081758,7.3719016128443
8350,1666937092614,7.33050709369901
8361,1666937118564,7.40006242611979
8372,1666937130247,7.44073512526078
8383,1666937155538,7.45256247861809
8394,1666937167059,7.38456514410156
8405,1666937193193,7.3872703534908
8416,1666937203105,7.38471903777696
8427,1666937226762,7.36362868997226
8438,1666937241797,7.43921154930791
8449,1666937251627,7.44880053774674
8460,1666937280523,7.4175758197489
8471,1666937290490,7.39114309605197
8482,1666937316960,7.41257579201174
8493,1666937328067,7.33759899145661
8504,1666937353058,7.39500955338709
8515,1666937365699,7.43115149176411
8526,1666937390963,7.42649082407702
8537,1666937401304,7.4490463644945
8548,1666937424366,7.44256490848853
8559,1666937438903,7.42366049622633
8570,1666937450657,7.44243549154493
8581,1666937477557,7.4298182310812
8592,1666937487720,7.4893979007502
8603,1666937515184,7.47247504311756
8614,1666937525084,7.42728452255164
8625,1666937550503,7.46107602631416
8636,1666937564223,7.37902604122122
8647,1666937589305,7.44433724253318
8658,1666937598880,7.46577152624976
8669,1666937625743,7.45615924318032
8680,1666937636581,7.52010833450386
8691,1666937658766,7.50693690385133
8702,1666937675351,7.41677898209883
8713,1666937686803,7.44166701165651
8724,1666937713655,7.47283516561686
8735,1666937723768,7.47509352453013
8746,1666937750871,7.4213845624903
8757,1666937761459,7.45292046692878
8768,1666937786280,7.47678779701517
8779,1666937798854,7.46292352088965
8790,1666937825146,7.44772051434717
8801,1666937834209,7.41069921895674
8812,1666937859193,7.42858697144224
8823,1666937872438,7.4097920932118
8834,1666937885859,7.43900646784803
8845,1666937911138,7.42736283840935
8856,1666937921730,7.40530125121577
8867,1666937949045,7.44376195318571
8878,1666937959714,7.47419911326118
8889,1666937984448,7.45624229710081
8900,1666937996811,7.39609593377281
8911,1666938021684,7.46738147203703
8922,1666938031447,7.47201819731572
8933,1666938057754,7.46823369994314
8944,1666938069696,7.46775441494773
8955,1666938090023,7.47570804370379
8966,1666938107963,7.43277285282842
8977,1666938122349,7.42135103666773
8988,1666938146722,7.45555364196903
8999,1666938157093,7.43869240592363
9010,1666938182632,7.51052403727957
9021,1666938193673,7.51446579546651
9032,1666938220716,7.45599156760753
9043,1666938230705,7.45598917862223
9054,1666938256099,7.46360492251793
9065,1666938267568,7.44132179822701
9076,1666938293137,7.45709289515901
9087,1666938305355,7.48572918389862
9098,1666938321026,7.49788457008759
9109,1666938343550,7.45914158695898
9120,1666938354514,7.46637768577907
