Training Env Iteration,Time,Reward
862,1664601271906,-26.8737663089226
873,1664601294272,-26.9425899621212
884,1664601331038,-26.4883706860269
895,1664601360553,-26.0078756313131
906,1664601378155,-25.90163878367
917,1664601414370,-25.9009601220539
928,1664601445071,-26.1938026094276
939,1664601461461,-26.3728877314815
950,1664601497443,-26.190888047138
961,1664601529726,-25.4914299242424
972,1664601560001,-25.0729140361953
983,1664601582237,-24.9340830176768
994,1664601617149,-24.8317866161616
1005,1664601645751,-25.0859375
1016,1664601664922,-24.8744686447811
1027,1664601700184,-24.7896043771044
1038,1664601732143,-24.8567997685185
1049,1664601748919,-24.9523621632997
1060,1664601784232,-24.9325520833333
1071,1664601816472,-25.1688341750842
1082,1664601831775,-25.1048137626263
1093,1664601866753,-24.8578782617845
1104,1664601899357,-24.5060790193603
1115,1664601915278,-24.6325205176768
1126,1664601950503,-24.7848116582492
1137,1664601985591,-24.9551346801347
1148,1664602016228,-24.4958570075758
1159,1664602034150,-24.1533275462963
1170,1664602069217,-24.2748316498316
1181,1664602101734,-24.184264520202
1192,1664602117037,-24.3024226641414
1203,1664602151711,-23.8451283670034
1214,1664602184122,-23.846314709596
1225,1664602201465,-23.8605429292929
1236,1664602234752,-24.1136784511784
1247,1664602266488,-23.5596590909091
1258,1664602283785,-23.7480245159933
1269,1664602316478,-23.3245843855219
1280,1664602353936,-23.3009443392256
1291,1664602366710,-23.0239057239057
1302,1664602400184,-23.3229245580808
1313,1664602436269,-23.2588725799663
1324,1664602467543,-23.0524910563973
1335,1664602482621,-22.7151199494949
1346,1664602518829,-22.9617082281145
1357,1664602549135,-22.4769255050505
1368,1664602563946,-22.5815630260943
1379,1664602600027,-22.6586016414141
1390,1664602631287,-22.6138231271044
1401,1664602649617,-22.5153645833333
1412,1664602683856,-22.709638047138
1423,1664602717321,-22.7909958964646
1434,1664602731098,-22.6527988215488
1445,1664602765360,-22.5058633207071
1456,1664602799557,-22.416440446128
1467,1664602813469,-22.5021596170034
1478,1664602847029,-22.7233375420875
1489,1664602881669,-22.2692524200337
1500,1664602911110,-21.9515125210438
1511,1664602929157,-21.899626473064
1522,1664602963045,-22.1219144570707
1533,1664602994333,-21.8855376683502
1544,1664603012424,-21.6891519360269
1555,1664603043801,-21.4089593855219
1566,1664603078321,-21.4694654882155
1577,1664603093754,-21.6020964856902
1588,1664603126717,-21.5449179292929
1599,1664603160604,-21.4487636784512
1610,1664603174327,-21.1246922348485
1621,1664603207342,-21.2191287878788
1632,1664603242413,-21.4517203282828
1643,1664603255852,-21.0541219486532
1654,1664603287308,-21.0614399200337
1665,1664603322520,-21.4255760732323
1676,1664603350042,-21.2103114478114
1687,1664603374007,-21.1042718855219
1698,1664603404607,-21.4891624579125
1709,1664603433491,-21.1390598695286
1720,1664603454224,-21.3467487373737
1731,1664603486204,-21.394752209596
1742,1664603519469,-20.9197495791246
1753,1664603536251,-21.4531513047138
1764,1664603566031,-20.9434922138047
1775,1664603600843,-20.8163825757576
1786,1664603618256,-20.9628156565657
1797,1664603646918,-20.8336410984849
1808,1664603682419,-20.8661695075758
1819,1664603700530,-21.1387284301347
1830,1664603728478,-20.721204229798
1841,1664603762963,-20.5883680555555
1852,1664603787511,-20.8140309343434
1863,1664603812717,-20.8794954755892
1874,1664603843530,-20.2472038089226
1885,1664603871437,-20.9616135311448
1896,1664603893265,-20.2223353324916
1907,1664603923293,-20.5438078703704
1918,1664603956109,-20.2754445496633
1929,1664603975349,-20.1549373947811
1940,1664604003336,-20.4719276094276
1951,1664604038250,-19.9909906355219
1962,1664604061895,-20.2048847853535
1973,1664604084140,-20.395202020202
1984,1664604119788,-19.9405802819865
1995,1664604143749,-20.5732349537037
2006,1664604169675,-20.2003919402357
2017,1664604199838,-20.0881234217172
2028,1664604224361,-19.8086989688552
2039,1664604250834,-20.0003682659933
2050,1664604280079,-19.8528409090909
2061,1664604305786,-19.7773858375421
2072,1664604330731,-19.6713094486532
2083,1664604361608,-19.7606034301347
2094,1664604391255,-19.6660011574074
2105,1664604411469,-19.5360427188552
2116,1664604440567,-19.409935290404
2127,1664604473614,-19.8721354166667
2138,1664604499431,-19.611663510101
2149,1664604527056,-19.6275620791246
2160,1664604576977,-19.6438131313131
2171,1664604617428,-19.3752446338384
2182,1664604658120,-19.4863636363636
2193,1664604698152,-19.6147280092593
2204,1664604742877,-19.7393755260943
2215,1664604780398,-19.2642624158249
2226,1664604824440,-19.8006812920875
2237,1664604867643,-19.4155566077441
2248,1664604903031,-19.0079519149832
2259,1664604946941,-19.0689446548822
2270,1664604992433,-19.579555976431
2281,1664605029031,-19.2689104587542
2292,1664605069845,-18.8733638468013
2303,1664605116360,-19.200615530303
2314,1664605155035,-19.1165509259259
2325,1664605197951,-19.2232375841751
2336,1664605243384,-18.9870949074074
2347,1664605282089,-19.1834253998317
2358,1664605324686,-18.9968223905724
2369,1664605364765,-19.1435737584175
2380,1664605416258,-18.9960069444444
2391,1664605449984,-18.6610374579125
2402,1664605489794,-18.7691340488216
2413,1664605539689,-18.4827046506734
2424,1664605571479,-18.8151094276094
2435,1664605612977,-18.5109980008417
2446,1664605662362,-18.3878866792929
2457,1664605696593,-18.5400594486532
2468,1664605734433,-18.5569128787879
2479,1664605786374,-18.1433396464646
2490,1664605823352,-18.670015256734
2501,1664605868730,-17.9353929924242
2512,1664605909367,-18.2187447390572
2523,1664605944755,-17.9209227693603
2534,1664605991859,-18.1077441077441
2545,1664606031897,-18.1556265782828
2556,1664606079444,-18.357944023569
2567,1664606114759,-17.9391256313131
2578,1664606153837,-18.3482928240741
2589,1664606203298,-18.3882680976431
2600,1664606236486,-17.9524910563973
2611,1664606275083,-17.7201441498317
2622,1664606328032,-17.6565498737374
2633,1664606357246,-17.9817708333333
2644,1664606397076,-17.792692550505
2655,1664606451324,-17.9901909722222
2666,1664606484349,-17.6965251473064
2677,1664606534779,-17.8496764520202
2688,1664606573766,-17.900946969697
2699,1664606612549,-17.6082307449495
2710,1664606655878,-17.8273700547138
2721,1664606694475,-17.8582517887205
2732,1664606739811,-17.6684922138047
2743,1664606776965,-17.3748711069024
2754,1664606816165,-17.5122001262626
2765,1664606864307,-17.6231770833333
2776,1664606897794,-17.2931134259259
2787,1664606941346,-17.3785485058923
2798,1664606989514,-17.366648253367
2809,1664607020636,-17.5412773569024
2820,1664607066477,-17.4312473695286
2831,1664607111771,-17.413446969697
2842,1664607142086,-17.1263336489899
2853,1664607195061,-17.4692182239057
2864,1664607233252,-17.4620081018519
2875,1664607279736,-17.4701441498316
2886,1664607317458,-17.3864267676768
2897,1664607354285,-17.3429713804714
2908,1664607402787,-16.7898200757576
2919,1664607438915,-17.3169744318182
2930,1664607476620,-17.2096696127946
2941,1664607525157,-17.1194470749158
2952,1664607561304,-17.1672848274411
2963,1664607609914,-17.0387968223906
2974,1664607650852,-17.1636521464646
2985,1664607684035,-16.8279619107744
2996,1664607733941,-16.8696022727273
3007,1664607771883,-16.9633654250842
3018,1664607804691,-16.7069049873737
3029,1664607855319,-17.0397779882155
3040,1664607893152,-16.9916193181818
3051,1664607938064,-16.6900778619529
3062,1664607976811,-16.6160984848485
3073,1664608013738,-16.5983980429293
3084,1664608065074,-16.6281118476431
3095,1664608098177,-16.5236453072391
3106,1664608134866,-16.4964830597643
3117,1664608189808,-16.7063657407407
3128,1664608221237,-16.6560237794613
3139,1664608270624,-16.8039194023569
3150,1664608310658,-16.3791956018519
3161,1664608343368,-16.2308791035354
3172,1664608396031,-16.4382286405724
3183,1664608430671,-16.3103272306397
3194,1664608469439,-16.2895859638047
3205,1664608516935,-16.1467697811448
3216,1664608550798,-16.3030329335017
3227,1664608593451,-16.2736768728956
3238,1664608639386,-16.089414983165
3249,1664608672266,-16.4789562289562
3260,1664608719432,-16.1499894781145
3271,1664608759949,-15.911739793771
3282,1664608792014,-15.7476167929293
3293,1664608845244,-15.9542981902357
3304,1664608879994,-15.9773674242424
3315,1664608923587,-16.0039535984848
3326,1664608965629,-16.1275252525253
3337,1664609001649,-15.7899884259259
3348,1664609048255,-15.9143676346801
3359,1664609085541,-16.0466461489899
3370,1664609128226,-15.681029040404
3381,1664609172434,-15.9533065025252
3392,1664609206475,-15.7908959385522
3403,1664609248570,-15.5285563973064
3414,1664609293306,-15.7680397727273
3425,1664609325567,-15.7336463594276
3436,1664609374256,-15.8048558501684
3447,1664609417867,-15.6453914141414
3458,1664609452747,-15.844102483165
3469,1664609498763,-15.5177320075758
3480,1664609542469,-15.3147227483165
3491,1664609576073,-15.5794796927609
3502,1664609620380,-15.6978903619529
3513,1664609662607,-15.4508075547138
3524,1664609700840,-15.4240609217172
3535,1664609739235,-15.068486952862
3546,1664609782933,-15.2987110690236
3557,1664609827485,-15.2285195707071
3568,1664609859165,-15.382460016835
3579,1664609905907,-15.5369449705387
3590,1664609948014,-15.3988899410774
3601,1664609982343,-15.2537089646465
3612,1664610027095,-15.3733664772727
3623,1664610073406,-15.5634232954545
3634,1664610108664,-15.2776936026936
3645,1664610149981,-15.1717881944444
3656,1664610197491,-15.3201046927609
3667,1664610231837,-15.0872843013468
3678,1664610273714,-15.2115056818182
3689,1664610323616,-15.0876394149832
3700,1664610351873,-15.2141466750842
3711,1664610393338,-15.1208806818182
3722,1664610443583,-15.0804582281145
3733,1664610482237,-14.8715514520202
3744,1664610512878,-14.9058712121212
3755,1664610563319,-15.0071785563973
3766,1664610602736,-15.1687263257576
3777,1664610635701,-14.8213831018519
3788,1664610683097,-14.9049689604377
3799,1664610728189,-14.7756576178451
3810,1664610759545,-14.8918034511785
3821,1664610802572,-14.7342198021886
3832,1664610848570,-14.7022937710438
3843,1664610884623,-14.7661826599327
3854,1664610925440,-14.8261837121212
3865,1664610975378,-14.7599010942761
3876,1664611010307,-14.7293744739057
3887,1664611044995,-14.6578782617845
3898,1664611094431,-14.6410143097643
3909,1664611135310,-14.8615451388889
3920,1664611164801,-14.6865267255892
3931,1664611218917,-14.6494081439394
3942,1664611255692,-14.6910511363636
3953,1664611286682,-14.7848984638047
3964,1664611338891,-14.746204229798
3975,1664611379748,-14.4880418771044
3986,1664611407348,-14.4480771254209
3997,1664611458948,-14.5523832070707
4008,1664611500144,-14.4874500210438
4019,1664611532791,-14.7145386153199
4030,1664611578549,-14.6086095328283
4041,1664611625183,-14.4202072811448
4052,1664611665046,-14.6569944234007
4063,1664611698098,-14.4536668771044
4074,1664611743861,-14.5033591119529
4085,1664611784577,-14.4266861321549
4096,1664611818887,-14.329577020202
4107,1664611870630,-14.444013047138
4118,1664611906680,-14.5534643308081
4129,1664611938465,-14.7078782617845
4140,1664611991645,-14.4264204545455
4151,1664612029637,-14.2344539141414
4162,1664612058391,-14.3125447180135
4173,1664612112331,-14.3305502946128
4184,1664612153918,-14.2964067760943
4195,1664612181052,-14.4707070707071
4206,1664612232416,-14.434111952862
4217,1664612275888,-14.3321443602694
4228,1664612318507,-14.2703914141414
4239,1664612351683,-14.3477746212121
4250,1664612394301,-14.2547769360269
4261,1664612439497,-14.2656355218855
4272,1664612470169,-14.0783249158249
4283,1664612522363,-14.2257154882155
4294,1664612560413,-14.0880313552189
4305,1664612593702,-14.1744528619529
4316,1664612643044,-14.0984296085859
4327,1664612680912,-14.0848458543771
4338,1664612714865,-14.1577256944445
4349,1664612762173,-14.2157617845118
4360,1664612805450,-13.9927425294613
4371,1664612837017,-13.8505787037037
4382,1664612882359,-13.8944707491582
4393,1664612924273,-14.083130787037
4404,1664612969114,-14.1928819444444
4415,1664613001580,-13.9802556818182
4426,1664613042777,-13.7310658670034
4437,1664613090860,-13.7119791666667
4448,1664613124761,-13.7819418139731
4459,1664613172549,-13.6585595538721
4470,1664613210287,-13.7135495580808
4481,1664613243817,-13.8886626683502
4492,1664613290651,-13.8699494949495
4503,1664613334506,-13.9147622053872
4514,1664613371241,-13.7707333754209
4525,1664613411835,-13.7491056397306
4536,1664613454035,-13.7607954545455
4547,1664613492760,-13.6166166877104
4558,1664613531468,-13.5965672348485
4569,1664613573279,-13.7372501052189
4580,1664613619149,-13.8137468434343
4591,1664613651847,-13.6392124368687
4602,1664613692454,-13.5768834175084
4613,1664613739429,-13.7260101010101
4624,1664613772014,-13.7051557239057
4635,1664613818551,-13.668915719697
4646,1664613857567,-13.536663510101
4657,1664613896526,-13.7284011994949
4668,1664613937921,-13.6020412457912
4679,1664613982521,-13.4741924452862
4690,1664614027106,-13.6060027356902
4701,1664614060523,-13.4157986111111
4712,1664614103713,-13.6070891203704
4723,1664614146390,-13.5246369949495
4734,1664614179445,-13.740845959596
4745,1664614225277,-13.4526725589226
4756,1664614268007,-13.4412642045455
4767,1664614299188,-13.6019754840067
4778,1664614343804,-13.4028961489899
4789,1664614387643,-13.4417508417508
4800,1664614418590,-13.431568287037
4811,1664614465294,-13.5274095117845
4822,1664614507237,-13.4551609848485
4833,1664614548086,-13.5345091540404
4844,1664614585615,-13.0291745580808
4855,1664614627425,-13.2047480008418
4866,1664614680350,-13.0755523989899
4877,1664614708466,-13.2079676978115
4888,1664614749582,-13.0689393939394
4899,1664614799671,-13.4534511784512
4910,1664614827347,-13.3256576178451
4921,1664614874752,-13.4012047558923
4932,1664614918250,-13.1144491792929
4943,1664614946905,-13.3298269149832
4954,1664614993739,-13.2967513678451
4965,1664615037593,-13.3209885311448
4976,1664615064393,-13.1474116161616
4987,1664615112952,-13.1076125841751
4998,1664615155815,-13.2007628367003
5009,1664615198262,-13.1033801557239
5017,1664615231903,-13.072337962963
5042,1664615338545,-13.0765625
5053,1664615394753,-13.1015230429293
5064,1664615397425,-13.1685158880471
5075,1664615453270,-13.1037826178451
5086,1664615509680,-13.0404093013468
5097,1664615566086,-13.072040719697
5108,1664615569423,-13.257757260101
5119,1664615625845,-13.043529040404
5130,1664615682066,-13.1403224957912
5141,1664615686013,-13.009188236532
5152,1664615742548,-13.1596564604377
5163,1664615797818,-13.1045849116162
5174,1664615804640,-13.0702861952862
5185,1664615859158,-13.1123448021886
5196,1664615914326,-13.1377130681818
5207,1664615924639,-12.8725562920875
5218,1664615975685,-13.0650883838384
5229,1664616030490,-12.8197101220539
5240,1664616044371,-12.8202625210438
5251,1664616092856,-13.0215909090909
5262,1664616147824,-12.8830071548822
5273,1664616202814,-12.9440788089226
5284,1664616210586,-12.7832596801347
5295,1664616264890,-12.8080439814815
5306,1664616318968,-12.8769070917508
5317,1664616329027,-12.8184685395623
5328,1664616381794,-12.6713725799663
5339,1664616435986,-12.8836910774411
5350,1664616449639,-12.681623526936
5361,1664616499774,-12.6302372685185
5372,1664616552851,-12.7825968013468
5383,1664616570086,-12.7515625
5394,1664616615896,-12.6604403409091
5405,1664616668920,-12.6699810606061
5416,1664616691164,-12.6740714436027
5427,1664616733545,-12.584485479798
5438,1664616787055,-12.5455203072391
5449,1664616839400,-12.5493765782828
5460,1664616850307,-12.5589436026936
5471,1664616903759,-12.6776041666667
5482,1664616957115,-12.5551793981481
5493,1664616972195,-12.6783065025253
5504,1664617021515,-12.6107980850168
5515,1664617074665,-12.5704703282828
5526,1664617093348,-12.3926267887205
5537,1664617138436,-12.5832123316498
5548,1664617192274,-12.5809580176768
5559,1664617215891,-12.8010548190236
5570,1664617255836,-12.6441945496633
5581,1664617309006,-12.6742476851852
5592,1664617339627,-12.7252235900673
5603,1664617373962,-12.7767229587542
5614,1664617427638,-12.7721775042088
5625,1664617476760,-12.7867608375421
5636,1664617490756,-12.6026699284512
5647,1664617545963,-12.6656618265993
5658,1664617597383,-12.5402330597643
5669,1664617616607,-12.795049452862
5680,1664617663154,-12.8290561868687
5691,1664617714444,-12.7125526094276
5702,1664617737295,-12.7425373526936
5713,1664617781562,-12.8305713383838
5724,1664617833294,-12.5317077020202
5735,1664617863413,-12.5726588804714
5746,1664617899143,-12.6437552609428
5757,1664617950147,-12.5405908038721
5768,1664617989508,-12.554203493266
5779,1664618015890,-12.4949442340067
5790,1664618069879,-12.4627288510101
5801,1664618115552,-12.6008522727273
5812,1664618133919,-12.5503998316498
5823,1664618188660,-12.4938867845118
5834,1664618236698,-12.6418639520202
5845,1664618260155,-12.4740503998316
5856,1664618307649,-12.63898621633
5867,1664618354115,-12.6743002946128
5878,1664618381571,-12.5305055765993
5889,1664618425085,-12.5751078493266
5900,1664618474235,-12.3074258207071
5911,1664618510781,-12.6259496001684
5922,1664618542004,-12.3418928872054
5933,1664618591530,-12.3909932659933
5944,1664618637591,-12.3592592592593
5955,1664618659949,-12.3905039983165
5966,1664618710868,-12.4521254208754
5977,1664618757936,-12.4499894781145
5988,1664618777032,-12.3694891624579
5999,1664618830483,-12.4507365319865
6010,1664618876659,-12.3382865109428
6021,1664618903693,-12.366461489899
6032,1664618948444,-12.3305187289562
6043,1664618994403,-12.0100115740741
6054,1664619024389,-12.3497211700337
6065,1664619066355,-12.3265256734007
6076,1664619113399,-12.2203703703704
6087,1664619157796,-12.1636363636364
6098,1664619184441,-12.234485479798
6109,1664619230831,-12.2931107954545
6120,1664619275717,-12.1272806186869
6131,1664619301512,-12.1066603535354
6142,1664619350808,-11.9555581860269
6153,1664619396106,-12.1229719065657
6164,1664619418531,-12.1521385732323
6175,1664619469214,-12.0273332281145
6186,1664619515650,-12.0510969065657
6197,1664619545610,-12.1923321759259
6208,1664619589267,-12.2413115530303
6219,1664619636172,-12.1810658670034
6230,1664619668685,-12.0204519149832
6241,1664619706470,-12.0755339856902
6252,1664619752727,-12.0644728535354
6263,1664619793643,-12.0011495159933
6274,1664619824826,-12.011234743266
6285,1664619873477,-12.0125105218855
6296,1664619917641,-12.1094223484849
6307,1664619942481,-11.9345380892256
6318,1664619993587,-12.0107007575758
6329,1664620036765,-11.9508969907407
6340,1664620059614,-11.8990714436027
6351,1664620111497,-12.0850405092593
6362,1664620155584,-12.0303161826599
6373,1664620187293,-11.9693786826599
6384,1664620228692,-12.1017781986532
6395,1664620275122,-12.0346406776094
6406,1664620311708,-11.9899726430976
6417,1664620346058,-11.9933054503367
6428,1664620390999,-11.808033459596
6439,1664620430248,-12.0007707281145
6450,1664620464579,-11.9455308291246
6461,1664620513137,-12.0466514099327
6472,1664620554736,-11.8626972853535
6483,1664620582603,-11.7784722222222
6494,1664620633828,-12.0678240740741
6505,1664620676053,-11.9684790614478
6516,1664620700956,-11.7294376052189
6527,1664620751574,-11.9199810606061
6538,1664620795097,-11.9141571969697
6549,1664620831069,-11.8259837962963
6560,1664620868589,-11.8335753367003
6571,1664620912250,-11.7331676136364
6582,1664620951301,-11.8267755681818
6593,1664620985213,-11.8930345117845
6604,1664621034455,-11.8797295875421
6615,1664621071578,-11.935211489899
6626,1664621104009,-11.7831912878788
6637,1664621153640,-12.0462568392256
6648,1664621191771,-11.7249368686869
6659,1664621222519,-11.8650199915825
6670,1664621273983,-11.8040877525253
6681,1664621313187,-11.7524831649832
6692,1664621347959,-11.5780723905724
6703,1664621390090,-11.725462962963
6714,1664621432914,-11.8622816708754
6725,1664621471578,-11.7239635942761
6736,1664621506948,-11.8335884890572
6747,1664621549256,-11.8460911195286
6758,1664621591124,-11.613633733165
6769,1664621624284,-11.5418823653199
6780,1664621672653,-11.5914430765993
6791,1664621712754,-11.6777672558923
6802,1664621743177,-11.6967408459596
6813,1664621794985,-11.5630523989899
6824,1664621833865,-11.729708543771
6835,1664621862071,-11.7295822811448
6846,1664621911983,-11.779984743266
6857,1664621951545,-11.726583543771
6868,1664621990982,-11.7484085648148
6879,1664622030126,-11.8142597853535
6890,1664622069704,-11.6376210016835
6901,1664622111946,-11.8516414141414
6912,1664622147827,-11.4945996422559
6923,1664622187398,-11.7095985900673
6934,1664622232586,-11.5943550084175
6945,1664622264858,-11.5918402777778
6956,1664622312595,-11.7969933712121
6967,1664622349659,-11.4411537247475
6978,1664622383889,-11.5897280092593
6989,1664622433429,-11.5571154250842
7000,1664622470996,-11.5563788930976
7011,1664622503754,-11.5161826599327
7022,1664622550922,-11.5901357323232
7033,1664622590630,-11.7592803030303
7044,1664622626056,-11.5627104377104
7055,1664622669020,-11.7121606691919
7066,1664622703479,-11.5377104377104
7077,1664622738283,-11.7297874579125
7088,1664622772103,-11.6292824074074
7099,1664622814245,-11.5432791456229
7110,1664622860664,-11.5941419402357
7121,1664622889532,-11.4442313762626
7132,1664622934905,-11.492319023569
7143,1664622978046,-11.4333228114478
7154,1664623009018,-11.5017308501683
7165,1664623055353,-11.5145359848485
7176,1664623095575,-11.5809343434343
7187,1664623131341,-11.5901462542087
7198,1664623174824,-11.5196496212121
7209,1664623212630,-11.5340961700337
7220,1664623251424,-11.5452256944444
7231,1664623292654,-11.6692971380471
7242,1664623330296,-11.4023753156566
7253,1664623374498,-11.3630313552189
7264,1664623410985,-11.3070075757576
7275,1664623455664,-11.4986768728956
7286,1664623498017,-11.3324494949495
7297,1664623528258,-11.2836647727273
7308,1664623572344,-11.3473879419192
7319,1664623616336,-11.341053766835
7330,1664623647700,-11.3325047348485
7341,1664623694083,-11.520775462963
7352,1664623733567,-11.3333675294613
7363,1664623765263,-11.2851430976431
7374,1664623811596,-11.4142992424242
7385,1664623852483,-11.4305292508418
7396,1664623895380,-11.3702125420875
7407,1664623929996,-11.3922401094276
7418,1664623976769,-11.422601010101
7429,1664624015868,-11.3231376262626
7440,1664624049625,-11.2640256734007
7451,1664624093905,-11.2215882786195
7462,1664624133149,-11.2679371843434
7473,1664624166956,-11.3914194023569
7484,1664624215522,-11.3767597853535
7495,1664624251849,-11.2044533880471
7506,1664624283943,-11.2828519570707
7517,1664624332553,-11.1373448021886
7528,1664624370065,-11.2952309553872
7539,1664624402770,-11.2182291666667
7550,1664624451835,-11.2616345749158
7561,1664624494345,-11.2940367213805
7572,1664624530810,-11.2874105639731
7583,1664624568898,-11.0506234217172
7594,1664624613449,-11.0982638888889
7605,1664624651354,-11.0448784722222
7616,1664624686762,-11.1978298611111
7627,1664624736963,-11.2022648358586
7638,1664624771861,-11.0773910984848
7649,1664624804172,-11.2356849747475
7660,1664624857019,-11.0751446759259
7671,1664624890470,-11.1604456018519
7682,1664624921443,-11.0696548821549
7693,1664624974515,-11.2374131944444
7704,1664625010636,-11.2337542087542
7715,1664625042453,-11.1316708754209
7726,1664625090677,-11.1859322390572
7737,1664625132993,-11.0769439183502
7748,1664625164900,-11.0710411405724
7759,1664625207123,-11.1809054082492
7770,1664625250863,-11.2545165193603
7781,1664625287159,-11.1039299242424
7792,1664625326908,-11.2318523779461
7803,1664625374411,-11.087389520202
7814,1664625406674,-11.1884995791246
7825,1664625444312,-11.1646517255892
7836,1664625495464,-11.1797585227273
7847,1664625526651,-11.1878630050505
7858,1664625562017,-11.148271780303
7869,1664625611260,-11.0375736531987
7880,1664625653552,-11.1545875420875
7891,1664625681121,-11.1191524621212
7902,1664625728217,-11.1449705387205
7913,1664625774173,-11.0167534722222
7924,1664625801470,-10.9440104166667
7935,1664625846514,-11.005489793771
7946,1664625891920,-11.0294691708754
7957,1664625923006,-10.9930029461279
7968,1664625965872,-11.0866003787879
7979,1664626012354,-11.086213699495
7990,1664626041714,-11.1297927188552
8001,1664626083121,-11.0302030723906
8012,1664626130753,-10.9812973484848
8023,1664626163119,-10.9627998737374
8034,1664626202960,-11.0445259890572
8045,1664626248328,-10.924626473064
8056,1664626291859,-10.9804845328283
8067,1664626319947,-10.8863005050505
8078,1664626366111,-10.8418087121212
8089,1664626414725,-10.9487768308081
8100,1664626441513,-11.0299531776094
8111,1664626486514,-10.9694049873737
8122,1664626532770,-10.9955097853535
8133,1664626558872,-10.8307581018519
8144,1664626603588,-10.9304082491583
8155,1664626649882,-10.946688236532
8166,1664626679072,-10.9707702020202
8177,1664626719754,-10.9087410563973
8188,1664626769620,-10.9060106271044
8199,1664626799824,-10.8971748737374
8210,1664626839020,-10.7946364688552
8221,1664626886233,-10.9115135732323
8232,1664626927952,-10.9021122685185
8243,1664626958997,-10.947635206229
8254,1664627003825,-10.9055555555556
8265,1664627053674,-10.8000157828283
8276,1664627078427,-10.8515125210438
8287,1664627122896,-10.8872606271044
8298,1664627169821,-10.9447495791246
8309,1664627198703,-10.7997737794613
8320,1664627239069,-10.6338725799663
8331,1664627287135,-10.7914877946128
8342,1664627319082,-10.9351930765993
8353,1664627357810,-10.7214199284512
8364,1664627406463,-10.896896043771
8375,1664627436269,-10.8168586910774
8386,1664627474585,-10.7158065025253
8397,1664627524748,-10.7139888468013
8408,1664627561565,-10.9171585648148
8419,1664627595440,-10.6431949705387
8430,1664627643148,-10.6561921296296
8441,1664627685453,-10.6529171927609
8452,1664627713311,-10.6395859638047
8463,1664627760109,-10.676265256734
8474,1664627804245,-10.6722722011785
8485,1664627832909,-10.6126236321549
8496,1664627876116,-10.6145175715488
8507,1664627925224,-10.6410064183502
8518,1664627953916,-10.6871001683502
8529,1664627997032,-10.7858480639731
8540,1664628041061,-10.6757680976431
8551,1664628079485,-10.7480823863636
8562,1664628113723,-10.6476167929293
8573,1664628160744,-10.7303687920875
8584,1664628196460,-10.5836831860269
8595,1664628231914,-10.5960805976431
8606,1664628278522,-10.6363294402357
8617,1664628316926,-10.5689025673401
8628,1664628348109,-10.7101089015152
8639,1664628394879,-10.7574757996633
8650,1664628439931,-10.7663247053872
8661,1664628468826,-10.6552109638047
