Training Env Iteration,Time,Reward
843,1665901233096,-43.59367371633
854,1665901241372,-42.7062920875421
865,1665901253187,-42.0621396254209
876,1665901294512,-42.4019123526936
887,1665901301985,-44.3988794191919
898,1665901318400,-45.1178950968014
909,1665901354349,-46.8474957912458
920,1665901362177,-48.5034038299663
931,1665901405465,-46.6836752946128
942,1665901414668,-48.0171401515152
953,1665901422977,-46.4235848063973
964,1665901464861,-45.7507838804714
975,1665901474457,-45.0001893939394
986,1665901490813,-44.8602404250842
997,1665901527931,-44.8410958543771
1008,1665901536380,-46.1363820496633
1019,1665901557684,-46.7236952861953
1030,1665901587204,-47.1907065446128
1041,1665901595645,-48.5595249368687
1052,1665901638415,-47.8653330176768
1063,1665901647220,-47.3700231481481
1074,1665901657325,-46.1571654040404
1085,1665901700773,-45.8640756523569
1096,1665901709684,-45.9065525042088
1107,1665901727869,-45.3525568181818
1118,1665901760570,-45.8112294823232
1129,1665901770031,-46.9608559553872
1140,1665901808949,-47.5031223695286
1151,1665901819490,-46.4751815025253
1162,1665901830603,-47.7759101430976
1173,1665901870695,-47.0130681818182
1184,1665901883068,-46.4720170454546
1195,1665901894760,-45.8590041035354
1206,1665901934337,-46.1475194654882
1217,1665901943720,-46.4599221380472
1228,1665901964399,-46.2403540614478
1239,1665901993516,-46.1860190446128
1250,1665902003907,-46.0777830387205
1261,1665902043441,-47.9392939814815
1272,1665902054581,-46.9811658249158
1283,1665902066204,-47.5056029040404
1294,1665902103599,-47.6751525673401
1305,1665902117251,-46.1918981481482
1316,1665902138654,-46.3167929292929
1327,1665902166824,-46.1244134048822
1338,1665902178408,-45.9953046085859
1349,1665902204908,-47.5566603535353
1360,1665902226043,-46.6577519991582
1371,1665902240194,-46.4279855850168
1382,1665902277481,-48.0450363005051
1393,1665902287034,-47.2002709385522
1404,1665902301726,-46.7092355850168
1415,1665902339847,-48.2523937289562
1426,1665902351792,-46.3550163089226
1437,1665902379133,-46.1224615951178
1448,1665902400011,-46.195983270202
1459,1665902412127,-46.5800662878788
1470,1665902450512,-46.6115004208754
1481,1665902460895,-46.7341461489899
1492,1665902474703,-47.2054187710438
1503,1665902511250,-47.1765809132997
1514,1665902522673,-47.857680976431
1525,1665902542064,-47.1074337121212
1536,1665902574213,-46.7302977693603
1547,1665902585674,-47.005952756734
1558,1665902616392,-46.6316393097643
1569,1665902634356,-46.3381418350168
1580,1665902647811,-47.0450757575758
1591,1665902685066,-46.6436132154882
1602,1665902695657,-46.475594486532
1613,1665902708734,-46.9015756523569
1624,1665902744956,-47.2087121212121
1635,1665902759544,-47.3311579335017
1646,1665902788361,-47.0712331649832
1657,1665902807609,-46.6381918139731
1668,1665902821288,-46.0359138257576
1679,1665902857562,-47.0068681607744
1690,1665902869069,-45.7236742424242
1701,1665902882929,-46.4012678872054
1712,1665902918107,-46.9494134048822
1723,1665902928851,-45.9099458122896
1734,1665902946030,-46.8895280934343
1745,1665902979853,-46.7645359848485
1756,1665902994728,-47.9493055555556
1767,1665903027637,-47.717319023569
1778,1665903041560,-47.7718381734007
1789,1665903057613,-46.4841014309764
1800,1665903092592,-45.6932186447811
1811,1665903103581,-45.2044744318182
1822,1665903117689,-46.6162273779461
1833,1665903151786,-46.0970223063973
1844,1665903163790,-45.8209701178451
1855,1665903189154,-47.5787799873737
1866,1665903215763,-47.5502472643097
1877,1665903230368,-47.2669875841751
1888,1665903265488,-47.2873921506734
1899,1665903275314,-47.0000736531987
1910,1665903293053,-46.3386863425926
1921,1665903326600,-46.4398753156566
1932,1665903337817,-46.435563973064
1943,1665903352793,-45.9136837121212
1954,1665903386785,-47.5067103324916
1965,1665903402032,-46.5140125210438
1976,1665903436150,-47.4377630471381
1987,1665903450285,-46.7744739057239
1998,1665903464250,-47.3909380260943
2009,1665903500497,-47.347227483165
2020,1665903511118,-46.6662115951178
2031,1665903526459,-45.7237978745791
2042,1665903560936,-46.5824100378788
2053,1665903571708,-45.5777541035353
2064,1665903591280,-45.5661510942761
2075,1665903623553,-46.9572337962963
2086,1665903637268,-45.7495870159933
2097,1665903673592,-46.4559816919192
2108,1665903682302,-45.9291351010101
2119,1665903700006,-46.1677556818182
2130,1665903734655,-46.3574757996633
2141,1665903746522,-46.306602483165
2152,1665903761760,-46.2389783249158
2163,1665903794335,-46.3202467382155
2174,1665903807197,-45.2171033249158
2185,1665903833637,-46.4977614688552
2196,1665903855897,-46.1088094486532
2207,1665903873375,-47.3330071548822
2218,1665903908323,-47.3476588804714
2229,1665903918860,-47.223327020202
2240,1665903935266,-47.5982691498316
2251,1665903967763,-46.9596511994949
2262,1665903981448,-46.6686421506734
2273,1665903997392,-45.77726746633
2284,1665904030060,-45.5331228956229
2295,1665904044847,-45.6875420875421
2306,1665904081109,-46.4878156565657
2317,1665904090623,-46.231568287037
2328,1665904107253,-46.6820891203704
2339,1665904142013,-46.8873500631313
2350,1665904155436,-46.9383496422559
2361,1665904171593,-46.6520570286195
2372,1665904202796,-46.5587884048822
2383,1665904215322,-45.8730061026936
2394,1665904233262,-45.5100220959596
2405,1665904263607,-45.5185395622896
2416,1665904280382,-46.0113557449495
2427,1665904314082,-46.1300031565657
2438,1665904324819,-46.8429292929293
2449,1665904344706,-46.691593013468
2460,1665904376550,-47.1844670664983
2471,1665904388776,-46.5205255681818
2482,1665904407096,-45.8807028619529
2493,1665904437334,-45.7388809974747
2504,1665904448406,-45.9454256102694
2515,1665904476713,-45.2710279882155
2526,1665904498289,-46.5838646885522
2537,1665904517086,-46.5424005681818
2548,1665904547855,-46.1815656565657
2559,1665904562095,-48.3696443602694
2570,1665904578735,-47.9931765572391
2581,1665904611158,-47.0360453493266
2592,1665904623154,-46.4795822811448
2603,1665904640505,-46.5580466119529
2614,1665904673255,-45.5998237584175
2625,1665904686231,-45.6607349537037
2636,1665904720822,-45.0390467171717
2647,1665904732942,-45.4777646254209
2658,1665904751933,-45.2860979587542
2669,1665904781645,-46.4666640361953
2680,1665904796805,-46.4550741792929
2691,1665904812801,-47.5335437710438
2702,1665904844953,-46.7391045875421
2713,1665904857555,-47.0324652777778
2724,1665904877826,-47.4378051346801
2735,1665904907883,-46.8272148569024
2746,1665904922858,-45.3438788930977
2757,1665904955002,-46.1083491161616
2768,1665904968230,-45.8639020412458
2779,1665904988293,-46.303885206229
2790,1665905017812,-47.0935974326599
2801,1665905031580,-48.368563236532
2812,1665905048682,-47.4255182028619
2823,1665905080741,-47.7849852693603
2834,1665905092304,-47.1578572180135
2845,1665905122516,-46.5347748316498
2856,1665905143924,-46.9651541456229
2867,1665905160480,-46.5131628787879
2878,1665905189194,-46.3528724747475
2889,1665905205287,-45.6089699074074
2900,1665905222951,-46.3925426136363
2911,1665905251983,-45.903719486532
2922,1665905267093,-48.0408222853535
2933,1665905285000,-47.9547848274411
2944,1665905315030,-48.1078466961279
2955,1665905328921,-47.0792429503367
2966,1665905363462,-47.444641729798
2977,1665905379617,-46.5705834385522
2988,1665905396938,-46.6035721801347
2999,1665905423233,-46.0326125841751
3010,1665905440290,-44.9899568602694
3021,1665905457768,-46.9433659511784
3032,1665905489000,-46.193784196128
3043,1665905501944,-46.5077493686869
3054,1665905522424,-47.1150384048821
3065,1665905549623,-48.4413957281145
3076,1665905566087,-48.5126183712121
3087,1665905597733,-47.9945154671717
3098,1665905616081,-48.5790746001683
3109,1665905631734,-46.8143518518519
3120,1665905659634,-46.2729035143098
3131,1665905677659,-46.046688236532
3142,1665905694397,-46.4121711910774
3153,1665905723701,-46.3683133417509
3164,1665905740167,-47.7733322811448
3175,1665905767902,-48.2810185185185
3186,1665905785130,-48.4776883417508
3197,1665905805856,-48.6757470538721
3208,1665905832595,-49.0915272516835
3219,1665905851134,-47.325836489899
3230,1665905866810,-47.8457018097643
3241,1665905894243,-47.0280224116162
3252,1665905913378,-45.8000078914141
3263,1665905930479,-45.7617213804714
3274,1665905957953,-46.5694391835017
3285,1665905977726,-48.4605324074074
3296,1665906004692,-47.4218644781145
3307,1665906024406,-48.0662273779461
3318,1665906039916,-48.9188525883838
3329,1665906067627,-48.213786300505
3340,1665906086663,-47.6418034511785
3351,1665906103024,-46.9907959806397
3362,1665906130373,-46.9519965277778
3373,1665906150364,-45.7035458754209
3384,1665906174013,-46.7194996843434
3395,1665906192466,-46.7600904882155
3406,1665906213839,-47.6582570496633
3417,1665906241430,-47.9264441287879
3428,1665906258693,-48.2397095959596
3439,1665906276359,-48.0814998947811
3450,1665906302644,-48.8600405092592
3461,1665906323784,-47.7012521043771
3472,1665906340275,-47.1014783249158
3483,1665906364471,-46.7446259469697
3494,1665906387680,-46.3751183712121
3505,1665906413136,-45.8033959385522
3516,1665906429456,-47.0260521885522
3527,1665906448593,-47.303587962963
3538,1665906475132,-47.4701152146465
3549,1665906494432,-48.6078756313131
3560,1665906511708,-49.4277593644781
3571,1665906538023,-48.7665298821549
3582,1665906559115,-47.2446233164983
3593,1665906575086,-47.1532328493266
3604,1665906599317,-46.5984006734007
3615,1665906624719,-45.9839909511785
3626,1665906649372,-46.8431844486532
3637,1665906665696,-46.1648569023569
3648,1665906685675,-47.7077414772727
3659,1665906710043,-47.4491503577441
3670,1665906732749,-48.2284038299663
3681,1665906748640,-48.1368765782828
3692,1665906772874,-49.228940446128
3703,1665906795887,-47.7596827651515
3714,1665906823128,-46.8964357112795
3725,1665906835118,-45.5992213804714
3736,1665906860593,-45.6406565656566
3747,1665906885148,-46.0110558712121
3758,1665906899754,-45.7983164983165
3769,1665906920286,-46.2379129840067
3780,1665906946106,-48.7975168350168
3791,1665906965521,-48.4874579124579
3802,1665906983730,-47.6015940656566
3813,1665907007688,-47.7710753367003
3824,1665907033770,-46.5759285563973
3835,1665907058172,-47.4277804082491
3846,1665907071559,-46.2761126893939
3857,1665907096767,-45.9054634890572
3868,1665907118922,-45.7791429924242
3879,1665907136222,-45.3922348484849
3890,1665907157271,-47.19921875
3901,1665907181795,-47.8818418560606
3912,1665907202497,-46.5578046085859
3923,1665907222323,-47.2634496001683
3934,1665907242655,-47.4206360479798
3945,1665907271741,-47.1805187289562
3956,1665907292283,-46.3276304713805
3967,1665907306406,-45.6463962542088
3978,1665907332881,-45.661158459596
3989,1665907354975,-45.9662063341751
4000,1665907372001,-46.8121554082491
4011,1665907393464,-46.9637547348485
4022,1665907414816,-46.5648700547138
4033,1665907437141,-46.8844696969697
4044,1665907464581,-46.2291114267677
4055,1665907478859,-46.5740556607744
4066,1665907507830,-46.6890809132997
4077,1665907526704,-46.995686026936
4088,1665907545176,-46.6717829335017
4099,1665907568485,-46.9458543771044
4110,1665907588712,-45.6013152356903
4121,1665907607394,-46.6512126473064
4132,1665907629345,-45.6032328493266
4143,1665907650422,-45.353103956229
4154,1665907674427,-45.6900489267677
4165,1665907697566,-45.7317366372054
4176,1665907715281,-46.4635048400673
4187,1665907741810,-46.9565209385522
4198,1665907760936,-46.125297243266
4209,1665907780334,-47.6806134259259
4220,1665907804245,-46.1812815656566
4231,1665907822727,-46.2393834175084
4242,1665907844024,-45.2485821759259
4253,1665907866208,-45.9989399200337
4264,1665907884466,-45.2224326599327
4275,1665907911959,-44.9390151515151
4286,1665907931878,-45.4939393939394
4297,1665907950812,-46.0301373106061
4308,1665907976369,-45.8689867424243
4319,1665907994265,-47.4549505471381
4330,1665908013141,-45.8843434343434
4341,1665908038243,-46.8576283670034
4352,1665908057243,-46.466593013468
4363,1665908076982,-46.4658380681818
4374,1665908102531,-46.3348511153199
4385,1665908120349,-46.0803503787879
4396,1665908149219,-45.5943550084175
4407,1665908166514,-44.9966145833333
4418,1665908186404,-45.6246001683502
4429,1665908211382,-47.006810290404
4440,1665908227458,-46.9822495791246
4451,1665908248364,-47.4086568813131
4462,1665908276226,-46.9902251683502
4473,1665908291565,-47.1936079545455
4484,1665908315070,-46.4528540614478
4495,1665908338344,-46.2392624158249
4506,1665908356144,-45.594123526936
4517,1665908384603,-46.086200547138
4528,1665908401046,-44.5111768728956
4539,1665908420512,-47.0234743265993
4550,1665908447730,-46.4371738215488
4561,1665908464011,-47.3573574284512
4572,1665908484118,-46.7321469907408
4583,1665908513147,-48.1166351010101
4594,1665908527187,-48.2962173821549
4605,1665908557029,-46.353367003367
4616,1665908573604,-45.7453256523569
4627,1665908593515,-44.4894386574074
4638,1665908618487,-45.509990530303
4649,1665908633891,-46.6630629208754
4660,1665908655433,-46.82492371633
4671,1665908683211,-46.4597117003367
4682,1665908698686,-46.6382865109428
4693,1665908722296,-47.4700862794613
4704,1665908747591,-47.0857770412458
4715,1665908764094,-46.9332018097643
4726,1665908791947,-47.1116608796296
4737,1665908809669,-45.9485506102694
4748,1665908828266,-46.1022648358586
4759,1665908853158,-46.214283459596
4770,1665908869822,-45.9163957281145
4781,1665908893141,-44.9426320496633
4792,1665908918877,-45.7448206018518
4803,1665908931386,-46.2307870370371
4814,1665908958286,-46.2420980639731
4825,1665908981228,-46.2657196969697
4836,1665908997713,-46.7962962962963
4847,1665909025352,-46.6137073863636
4858,1665909043360,-45.764712226431
4869,1665909061906,-45.8155539772727
4880,1665909091456,-45.149031986532
4891,1665909104558,-45.5497711489899
4902,1665909125980,-45.1565525042088
4913,1665909153572,-45.5678556397307
4924,1665909170247,-45.6811842382155
4935,1665909198320,-45.9948547979798
4946,1665909213453,-46.3807317971381
4957,1665909234137,-47.1735532407407
4968,1665909258987,-46.1248526936027
4979,1665909278699,-47.3344539141414
4990,1665909295962,-46.4447153829966
5001,1665909324848,-46.0678188131313
5012,1665909338483,-45.4380576599327
5023,1665909360823,-43.7750973274411
5031,1665909386308,-43.2154487584175
5067,1665909495882,-46.001188973064
5078,1665909496872,-46.9445075757576
5089,1665909498253,-48.6875
5100,1665909553035,-46.732086489899
5111,1665909554136,-47.6632470538721
5122,1665909608266,-45.7106271043771
5133,1665909610466,-43.5939656986532
5144,1665909611951,-44.2650278829967
5155,1665909666908,-44.906139520202
5166,1665909668408,-45.0921269991582
5177,1665909670826,-46.2962410563973
5188,1665909725034,-45.6712015993266
5199,1665909726643,-45.8563105008417
5210,1665909731212,-46.3599931607744
5221,1665909782956,-45.4668323863636
5232,1665909784746,-46.4815156776094
5243,1665909837981,-45.2561289983165
5254,1665909840390,-43.9061842382155
5265,1665909842768,-44.4965304082492
5276,1665909895765,-43.5214409722222
5287,1665909898053,-43.7757865109428
5298,1665909902448,-43.9678635311448
5309,1665909954040,-44.4592960858586
5320,1665909956390,-45.7802162247475
5331,1665910007525,-46.4805371422559
5342,1665910012314,-45.2476667718855
5353,1665910015262,-45.6210805976431
5364,1665910067537,-43.7248053451178
5375,1665910070125,-43.7412773569024
5386,1665910074213,-43.8330808080808
5397,1665910124631,-42.9809553872054
5408,1665910127719,-43.9918955176768
5419,1665910135211,-45.4134627525252
5430,1665910183019,-45.3406197390572
5441,1665910186188,-45.3652409511785
5452,1665910237450,-44.5448153409091
5463,1665910241678,-46.159617003367
5474,1665910244933,-45.3374158249158
5485,1665910295952,-44.004797979798
5496,1665910299239,-42.1268386994949
5507,1665910306396,-43.9083201809764
5518,1665910353596,-42.3267703072391
5529,1665910356636,-43.2327309553872
5540,1665910368119,-44.2285590277778
5551,1665910412052,-45.848755787037
5562,1665910416083,-44.9613610058923
5573,1665910467627,-46.1580781776094
5584,1665910470555,-44.6967960858586
5595,1665910476148,-43.8547164351852
5606,1665910524732,-43.0121343644781
5617,1665910528242,-42.4588962542088
5628,1665910538372,-43.1588331228956
5639,1665910582826,-43.0677767255892
5650,1665910585728,-44.5202388468014
5661,1665910636172,-44.1756444654882
5672,1665910641762,-44.2957728324916
5683,1665910646590,-44.9166956018519
5694,1665910695883,-44.1878472222222
5705,1665910699077,-43.3913799452862
5716,1665910710460,-43.6554450757576
5727,1665910753475,-42.4730113636364
5738,1665910756975,-42.5454703282828
5749,1665910771360,-41.9678609006734
5760,1665910811347,-41.55148621633
5771,1665910814577,-42.8475589225589
5782,1665910862671,-43.4213673190236
5793,1665910869246,-43.147601010101
5804,1665910876360,-43.5313499579125
5815,1665910923183,-42.4332517887205
5826,1665910927690,-43.3909590698653
5837,1665910940813,-42.6217461069024
5848,1665910981160,-42.8262889309764
5859,1665910985364,-41.9051294191919
5870,1665911003841,-42.2924268728956
5881,1665911039533,-42.5618476430976
5892,1665911042782,-41.2681292087542
5903,1665911090553,-42.9478509048822
5914,1665911096778,-41.9805713383838
5925,1665911105883,-42.432252209596
5936,1665911150756,-41.5193602693603
5947,1665911154439,-40.4587094907407
5958,1665911171317,-41.6132444234007
5969,1665911208270,-40.630095223064
5980,1665911212244,-41.6263020833333
5991,1665911257013,-42.4234690656566
6002,1665911266379,-42.0413799452862
6013,1665911274680,-41.1840251473064
6024,1665911318418,-41.6772595749158
6035,1665911323197,-41.1141045875421
6046,1665911337004,-41.892692550505
6057,1665911377117,-39.9234664351852
6068,1665911381319,-40.3501525673401
6079,1665911401745,-40.3713226010101
6090,1665911434532,-40.5554634890572
6101,1665911438857,-41.5293192340067
6112,1665911482655,-41.6510942760943
6123,1665911492059,-41.5850904882155
6134,1665911501927,-39.9109269781145
6145,1665911544368,-41.0983796296296
6156,1665911549671,-40.5294034090909
6167,1665911569183,-39.7018781565657
6178,1665911602905,-39.21796875
6189,1665911606895,-39.4742660984849
6200,1665911631196,-38.8992924031986
6211,1665911659401,-39.4468066077441
6222,1665911664483,-40.209375
6233,1665911708952,-40.6293981481482
6244,1665911716949,-41.0659459175084
6255,1665911727334,-40.6600825968013
6266,1665911771120,-40.9932317971381
6277,1665911775209,-40.2354666456229
6288,1665911797396,-39.4430424031986
6299,1665911827160,-38.8571680345118
6310,1665911832825,-37.4371843434344
6321,1665911872916,-37.7853509048821
6332,1665911884335,-38.2503893097643
6343,1665911894010,-39.1276015361953
6354,1665911935398,-39.0863320707071
6365,1665911941930,-40.3489162457913
6376,1665911956266,-40.9201231060606
6387,1665911995129,-40.0611716119529
6398,1665912000463,-40.8433817340067
6409,1665912026745,-40.1612636784512
6420,1665912051714,-39.5311447811448
6431,1665912057890,-37.4705729166667
6442,1665912099368,-37.2510469276094
6453,1665912109077,-36.6444575968013
6464,1665912119038,-37.5951046927609
6475,1665912159968,-39.2131365740741
6486,1665912166752,-39.4158564814815
6497,1665912191225,-40.6451125841751
6508,1665912219947,-41.0184738005051
6519,1665912225276,-40.5288089225589
6530,1665912255625,-40.9539351851852
6541,1665912276382,-39.2444181397306
6552,1665912282489,-37.5104666456229
6563,1665912323408,-37.1874526515152
6574,1665912332625,-36.9273884680135
6585,1665912348602,-37.7332175925926
6596,1665912384706,-38.4808817340067
6607,1665912390535,-39.0219486531987
6618,1665912420173,-39.899571233165
6629,1665912443214,-40.3817839856902
6640,1665912449762,-40.6799742213805
6651,1665912484951,-39.9482270622896
6662,1665912500831,-38.9102299031987
6673,1665912509854,-37.7672164351852
6684,1665912551061,-37.0187684132997
6695,1665912557947,-37.0557738846801
6706,1665912574588,-37.4921743476431
6717,1665912609019,-37.8495238846801
6728,1665912615260,-37.8231639309764
6739,1665912648939,-39.285101010101
6750,1665912666937,-39.0551373106061
6761,1665912674716,-38.7534327651515
6772,1665912712757,-38.4318129208754
6783,1665912724431,-39.219399726431
6794,1665912737968,-38.4567918771044
6805,1665912773706,-38.0987426346801
6816,1665912781641,-37.3233086069024
6827,1665912812531,-36.7781013257576
6838,1665912831932,-37.8943155513468
6849,1665912840195,-37.5118476430976
6860,1665912873794,-37.7206492003367
6871,1665912890446,-37.8343723695286
6882,1665912897575,-36.9624421296296
6893,1665912937618,-37.6586305765993
6904,1665912947367,-37.7467539983165
6915,1665912963673,-38.7403093434343
6926,1665912996595,-38.5318181818182
6937,1665913005214,-37.5291877104377
6948,1665913037645,-37.6148411195286
6959,1665913056035,-37.9020938552188
6970,1665913064655,-36.635211489899
6981,1665913099713,-36.299010942761
6992,1665913112637,-36.8950994318182
7003,1665913123631,-36.4124210858586
7014,1665913161808,-37.3373290193603
7025,1665913169530,-38.525670770202
7036,1665913186371,-37.4544981060606
7047,1665913220111,-37.675594486532
7058,1665913229322,-37.1331360479798
7069,1665913263071,-36.3231849747475
7080,1665913277774,-35.3965356691919
7091,1665913286107,-35.1277567340067
7102,1665913324637,-35.3076336279461
7113,1665913334340,-35.1057712542088
7124,1665913350801,-35.8757286405724
7135,1665913384175,-35.3482586279461
7146,1665913391930,-36.4326231060606
7157,1665913421722,-36.421688236532
7168,1665913441560,-37.3501131102694
7179,1665913449757,-36.1102299031986
7190,1665913484917,-35.8820785984848
7201,1665913498507,-34.0836752946128
7212,1665913507136,-34.0830702861953
7223,1665913545428,-33.7585753367003
7234,1665913554816,-32.9000526094276
7245,1665913571084,-32.9048111321549
7256,1665913604733,-33.7798163930976
7267,1665913612679,-35.3218250210438
7278,1665913648264,-36.2213173400673
7289,1665913661532,-36.4570496632997
7300,1665913668839,-35.5048216540404
7311,1665913707880,-34.4822627314815
7322,1665913718273,-32.9977798821549
7333,1665913729659,-32.7633417508418
7344,1665913766115,-31.4818497474747
7355,1665913774457,-31.4929266624579
7366,1665913792846,-30.939954229798
7377,1665913822861,-31.8457623106061
7388,1665913830669,-32.6071917087542
7399,1665913867256,-33.0768860479798
7410,1665913879688,-33.6809501262626
7421,1665913886807,-34.0181791877104
7432,1665913926586,-33.8722590488215
7443,1665913934613,-32.1710779671717
7454,1665913949720,-30.8009969486532
7465,1665913983637,-30.0144018308081
7476,1665913991517,-29.496446233165
7487,1665914015215,-28.9370475589226
7498,1665914038480,-29.1473879419192
7509,1665914046351,-29.9639809553872
7520,1665914084225,-30.5202704124579
7531,1665914095200,-30.7206492003367
7542,1665914105524,-30.0676188973064
7553,1665914139864,-29.7460122053872
7564,1665914149606,-28.8947469486532
7575,1665914167785,-28.4973563762626
7586,1665914197452,-27.2205702861953
7597,1665914204683,-27.7816261574074
7608,1665914237316,-27.3494318181818
7619,1665914252329,-27.4549216119529
7630,1665914259097,-28.0547059132997
7641,1665914298398,-27.5700310395623
7652,1665914307761,-27.3141019570707
7663,1665914320935,-27.7630918560606
7674,1665914354534,-27.2984243476431
7685,1665914362466,-26.5750868055555
7696,1665914381211,-26.501694023569
7707,1665914409995,-25.6281855008418
7718,1665914415513,-25.7505366161616
7729,1665914453503,-26.7285011574074
7740,1665914463050,-27.2227851430976
7751,1665914470643,-27.2258075547138
7762,1665914509904,-27.1675873316498
7773,1665914518356,-26.4872869318182
7784,1665914531770,-26.0185500841751
7795,1665914563717,-25.2785669191919
7806,1665914570928,-24.4805687079125
7817,1665914591039,-23.4016966540404
7828,1665914617304,-24.1646096380471
7839,1665914624086,-24.8351957070707
7850,1665914660629,-26.6081413089225
7861,1665914671674,-27.0815630260943
7872,1665914682779,-27.638115530303
7883,1665914717226,-26.9695549242424
7894,1665914724096,-26.173416456229
7905,1665914743842,-23.567208543771
7916,1665914769380,-23.4863268097643
7927,1665914775972,-23.9833280723906
7938,1665914803530,-24.5051241582492
7949,1665914822077,-24.5736505681818
7960,1665914829076,-26.1855429292929
7971,1665914864307,-26.643176557239
7982,1665914875763,-29.1067103324916
7993,1665914888779,-29.1929161405724
8004,1665914920458,-28.9943365951178
8015,1665914926789,-28.4869686447811
8026,1665914946653,-30.1576362584175
8037,1665914972913,-34.5394649621212
8048,1665914978659,-31.0597590488215
8059,1665915012978,-31.2381313131313
8070,1665915025495,-27.7456781355219
8081,1665915033161,-27.1918297558923
8092,1665915070233,-28.2753288089226
8103,1665915076988,-29.7760600799663
8114,1665915090994,-39.1125420875421
8125,1665915125482,-58.0296243686869
8136,1665915134968,-75.0121527777778
8147,1665915157151,-87.2287852483165
8158,1665915183836,-91.0954098274411
8169,1665915194281,-93.4861111111111
8180,1665915228860,-86.669883733165
8191,1665915241752,-77.3295454545455
8202,1665915251724,-68.7324836910774
8213,1665915286156,-57.7696917087542
8224,1665915295776,-49.1169744318182
8235,1665915309333,-48.4399989478114
8246,1665915343756,-50.5659932659933
8257,1665915351904,-55.8006181607744
8268,1665915373369,-68.5081439393939
8279,1665915401774,-79.5953940446128
8290,1665915415190,-93.686663510101
8301,1665915450945,-102.713047138047
8312,1665915464343,-108.19161668771
8323,1665915481149,-111.697290614478
8334,1665915518470,-111.264693813131
8345,1665915531017,-111.108425399832
8356,1665915547819,-108.678972011785
8367,1665915581628,-107.73974905303
8378,1665915593532,-103.439146675084
8389,1665915626477,-103.508606902357
8400,1665915646895,-104.275620791246
8411,1665915660304,-107.065674978956
8422,1665915694530,-108.3960753367
8433,1665915709668,-112.413917824074
8444,1665915722862,-113.802135942761
8455,1665915763695,-113.882715172559
8466,1665915775186,-113.103916771886
8477,1665915794497,-112.615280408249
8488,1665915827440,-110.936797664141
8499,1665915843063,-109.191458859428
8510,1665915871986,-107.953177609428
8521,1665915892692,-107.818526409933
8532,1665915906367,-108.303956228956
8543,1665915942653,-110.416469381313
8554,1665915958037,-110.503235479798
8565,1665915971419,-113.004098274411
8576,1665916008784,-110.876031144781
8587,1665916024614,-113.771312079125
8598,1665916045241,-111.937986637205
8609,1665916077938,-110.85287773569
8620,1665916090502,-108.603758943603
8631,1665916122401,-106.672745686027
8642,1665916142254,-109.547072285354
8653,1665916155654,-109.551075862795
8664,1665916191883,-112.493358059764
8675,1665916207993,-115.86537773569
8686,1665916227282,-117.455103114478
8697,1665916264410,-118.195128367003
8708,1665916278458,-118.637599957912
